Type,XIP,request_size,count,time (ns),Bandwidth (GB/s)
Posix,No_XIP,8192,524288,1529218821,30.080718
Posix,No_XIP,16384,262144,1269623822,36.231204
Posix,No_XIP,32768,131072,1098459541,41.876827
Posix,No_XIP,65536,65536,1000617508,45.971612
Posix,No_XIP,131072,32768,971948195,47.327625
Posix,No_XIP,262144,16384,952432517,48.297385
Posix,No_XIP,524288,8192,926668026,49.640215
Posix,No_XIP,1048576,4096,914831084,50.282507
Posix,No_XIP,512,8388608,12326562655,3.731778
Posix,No_XIP,1024,4194304,6913176886,6.653960
Posix,No_XIP,2048,2097152,3775237559,12.184664
Posix,No_XIP,4096,1048576,2171667347,21.181881
Posix,No_XIP,8192,524288,1531259346,30.040633
Posix,No_XIP,16384,262144,1254516234,36.667521
Posix,No_XIP,32768,131072,1098442450,41.877478
Posix,No_XIP,65536,65536,991720180,46.384052
Posix,No_XIP,131072,32768,962526019,47.790916
Posix,No_XIP,262144,16384,953371033,48.249840
Posix,No_XIP,524288,8192,927981181,49.569971
Posix,No_XIP,1048576,4096,917481138,50.137271
Posix,No_XIP,512,8388608,12118576083,3.795825
Posix,No_XIP,1024,4194304,6773758909,6.790912
Posix,No_XIP,2048,2097152,3713872352,12.385994
Posix,No_XIP,4096,1048576,2146071920,21.434510
Posix,No_XIP,8192,524288,1518321512,30.296613
Posix,No_XIP,16384,262144,1257767037,36.572750
Posix,No_XIP,32768,131072,1100372064,41.804042
Posix,No_XIP,65536,65536,1002173398,45.900241
Posix,No_XIP,131072,32768,975066499,47.176270
Posix,No_XIP,262144,16384,954643963,48.185503
Posix,No_XIP,524288,8192,929133624,49.508487
Posix,No_XIP,1048576,4096,917565924,50.132638
Posix,No_XIP,512,8388608,12354286178,3.723404
Posix,No_XIP,1024,4194304,6898399022,6.668214
Posix,No_XIP,2048,2097152,3771455953,12.196881
Posix,No_XIP,4096,1048576,2162179032,21.274834
Posix,No_XIP,8192,524288,1526703880,30.130270
Posix,No_XIP,16384,262144,1264864594,36.367529
Posix,No_XIP,32768,131072,1100198347,41.810643
Posix,No_XIP,65536,65536,992596271,46.343112
Posix,No_XIP,131072,32768,969996743,47.422840
Posix,No_XIP,262144,16384,953006204,48.268311
Posix,No_XIP,524288,8192,927152452,49.614279
Posix,No_XIP,1048576,4096,917573839,50.132205
Quill,No_XIP,512,8388608,22871243725,2.011259
Quill,No_XIP,1024,4194304,17272794973,2.663147
Quill,No_XIP,2048,2097152,14902974242,3.086632
Quill,No_XIP,4096,1048576,13561525144,3.391949
Quill,No_XIP,8192,524288,12057053412,3.815194
Quill,No_XIP,16384,262144,12467452440,3.689607
Quill,No_XIP,32768,131072,11646349939,3.949735
Quill,No_XIP,65536,65536,12054189095,3.816101
Quill,No_XIP,131072,32768,12573898113,3.658372
Quill,No_XIP,262144,16384,12804619258,3.592454
Quill,No_XIP,524288,8192,11623919391,3.957357
Quill,No_XIP,1048576,4096,12714857043,3.617815
