Type,XIP,request_size,file_size,count,time (ns),Bandwidth (GB/s)
Posix,No_XIP,512,4194304,8192,11212575,0.374071
Posix,No_XIP,1024,4194304,4096,5529977,0.758467
Posix,No_XIP,2048,4194304,2048,2926431,1.433249
Posix,No_XIP,4096,4194304,1024,1539749,2.724018
Posix,No_XIP,8192,4194304,512,1019650,4.113474
Posix,No_XIP,16384,4194304,256,729387,5.750451
Posix,No_XIP,32768,4194304,128,642833,6.524718
Posix,No_XIP,65536,4194304,64,516648,8.118301
Posix,No_XIP,131072,4194304,32,558954,7.503845
Posix,No_XIP,262144,4194304,16,582685,7.198236
Posix,No_XIP,524288,4194304,8,541908,7.739882
Posix,No_XIP,1048576,4194304,4,551977,7.598693
Posix,No_XIP,512,4194304,8192,11494749,0.364889
Posix,No_XIP,1024,4194304,4096,5655527,0.741629
Posix,No_XIP,2048,4194304,2048,3130732,1.339720
Posix,No_XIP,4096,4194304,1024,1637030,2.562142
Posix,No_XIP,8192,4194304,512,1021771,4.104935
Posix,No_XIP,16384,4194304,256,783693,5.351973
Posix,No_XIP,32768,4194304,128,640590,6.547564
Posix,No_XIP,65536,4194304,64,518290,8.092581
Posix,No_XIP,131072,4194304,32,548385,7.648466
Posix,No_XIP,262144,4194304,16,539665,7.772051
Posix,No_XIP,524288,4194304,8,548036,7.653337
Posix,No_XIP,1048576,4194304,4,578030,7.256205
Posix,No_XIP,512,4194304,8192,11859411,0.353669
Posix,No_XIP,1024,4194304,4096,6218972,0.674437
Posix,No_XIP,2048,4194304,2048,3180058,1.318939
Posix,No_XIP,4096,4194304,1024,1683520,2.491389
Posix,No_XIP,8192,4194304,512,1030082,4.071816
Posix,No_XIP,16384,4194304,256,762728,5.499082
Posix,No_XIP,32768,4194304,128,604095,6.943120
Posix,No_XIP,65536,4194304,64,557078,7.529114
Posix,No_XIP,131072,4194304,32,506460,8.281610
Posix,No_XIP,262144,4194304,16,576113,7.280350
Posix,No_XIP,524288,4194304,8,571946,7.333392
Posix,No_XIP,1048576,4194304,4,536256,7.821458
Posix,No_XIP,512,4194304,8192,10934053,0.383600
Posix,No_XIP,1024,4194304,4096,5974973,0.701979
Posix,No_XIP,2048,4194304,2048,2969664,1.412383
Posix,No_XIP,4096,4194304,1024,1562243,2.684796
Posix,No_XIP,8192,4194304,512,1008728,4.158013
Posix,No_XIP,16384,4194304,256,776407,5.402198
Posix,No_XIP,32768,4194304,128,635448,6.600546
Posix,No_XIP,65536,4194304,64,517899,8.098691
Posix,No_XIP,131072,4194304,32,545994,7.681960
Posix,No_XIP,262144,4194304,16,530557,7.905473
Posix,No_XIP,524288,4194304,8,550778,7.615235
Posix,No_XIP,1048576,4194304,4,582474,7.200843
Posix,No_XIP,512,4194304,8192,11314108,0.370715
Posix,No_XIP,1024,4194304,4096,5832588,0.719115
Posix,No_XIP,2048,4194304,2048,3047039,1.376518
Posix,No_XIP,4096,4194304,1024,1598372,2.624110
Posix,No_XIP,8192,4194304,512,1060234,3.956017
Posix,No_XIP,16384,4194304,256,786447,5.333232
Posix,No_XIP,32768,4194304,128,651864,6.434324
Posix,No_XIP,65536,4194304,64,516905,8.114265
Posix,No_XIP,131072,4194304,32,560475,7.483481
Posix,No_XIP,262144,4194304,16,564358,7.431992
Posix,No_XIP,524288,4194304,8,541003,7.752829
Posix,No_XIP,1048576,4194304,4,579707,7.235214
Posix,No_XIP,512,4194304,8192,11617720,0.361026
Posix,No_XIP,1024,4194304,4096,6024449,0.696214
Posix,No_XIP,2048,4194304,2048,2997129,1.399441
Posix,No_XIP,4096,4194304,1024,1652194,2.538627
Posix,No_XIP,8192,4194304,512,1023719,4.097124
Posix,No_XIP,16384,4194304,256,785951,5.336597
Posix,No_XIP,32768,4194304,128,623873,6.723009
Posix,No_XIP,65536,4194304,64,526258,7.970053
Posix,No_XIP,131072,4194304,32,550339,7.621310
Posix,No_XIP,262144,4194304,16,530653,7.904043
Posix,No_XIP,524288,4194304,8,578247,7.253482
Posix,No_XIP,1048576,4194304,4,580020,7.231309
Posix,No_XIP,512,4194304,8192,11538646,0.363501
Posix,No_XIP,1024,4194304,4096,6018377,0.696916
Posix,No_XIP,2048,4194304,2048,3011130,1.392934
Posix,No_XIP,4096,4194304,1024,1608753,2.607177
Posix,No_XIP,8192,4194304,512,993676,4.220998
Posix,No_XIP,16384,4194304,256,780980,5.370565
Posix,No_XIP,32768,4194304,128,646568,6.487027
Posix,No_XIP,65536,4194304,64,527190,7.955963
Posix,No_XIP,131072,4194304,32,547803,7.656592
Posix,No_XIP,262144,4194304,16,569513,7.364720
Posix,No_XIP,524288,4194304,8,539756,7.770741
Posix,No_XIP,1048576,4194304,4,573953,7.307748
Quill,No_XIP,512,4194304,8192,32365245,0.129593
Quill,No_XIP,1024,4194304,4096,7464013,0.561937
Quill,No_XIP,2048,4194304,2048,3994168,1.050107
Quill,No_XIP,4096,4194304,1024,1426075,2.941152
Quill,No_XIP,8192,4194304,512,835124,5.022373
Quill,No_XIP,16384,4194304,256,574115,7.305686
Quill,No_XIP,32768,4194304,128,509060,8.239312
Quill,No_XIP,65536,4194304,64,431801,9.713512
Quill,No_XIP,131072,4194304,32,413846,10.134939
Quill,No_XIP,262144,4194304,16,443108,9.465647
Quill,No_XIP,524288,4194304,8,404975,10.356945
Quill,No_XIP,1048576,4194304,4,679796,6.169945
Quill,No_XIP,512,4194304,8192,12197534,0.343865
Quill,No_XIP,1024,4194304,4096,4936227,0.849698
Quill,No_XIP,2048,4194304,2048,2542488,1.649685
Quill,No_XIP,4096,4194304,1024,1354540,3.096479
Quill,No_XIP,8192,4194304,512,798022,5.255875
Quill,No_XIP,16384,4194304,256,532121,7.882237
Quill,No_XIP,32768,4194304,128,482969,8.684417
Quill,No_XIP,65536,4194304,64,386606,10.849040
Quill,No_XIP,131072,4194304,32,375923,11.157349
Quill,No_XIP,262144,4194304,16,397054,10.563561
Quill,No_XIP,524288,4194304,8,399901,10.488356
Quill,No_XIP,1048576,4194304,4,679618,6.171561
Quill,No_XIP,512,4194304,8192,24579856,0.170640
Quill,No_XIP,1024,4194304,4096,7642021,0.548847
Quill,No_XIP,2048,4194304,2048,4540640,0.923725
Quill,No_XIP,4096,4194304,1024,1397181,3.001976
Quill,No_XIP,8192,4194304,512,806434,5.201051
Quill,No_XIP,16384,4194304,256,536528,7.817493
Quill,No_XIP,32768,4194304,128,526400,7.967903
Quill,No_XIP,65536,4194304,64,402168,10.429234
Quill,No_XIP,131072,4194304,32,388742,10.789428
Quill,No_XIP,262144,4194304,16,399756,10.492160
Quill,No_XIP,524288,4194304,8,403996,10.382043
Quill,No_XIP,1048576,4194304,4,680589,6.162756
Quill,No_XIP,512,4194304,8192,16099034,0.260531
Quill,No_XIP,1024,4194304,4096,4974030,0.843241
Quill,No_XIP,2048,4194304,2048,2605774,1.609619
Quill,No_XIP,4096,4194304,1024,1344940,3.118581
Quill,No_XIP,8192,4194304,512,777224,5.396519
Quill,No_XIP,16384,4194304,256,525642,7.979393
Quill,No_XIP,32768,4194304,128,476519,8.801966
Quill,No_XIP,65536,4194304,64,382683,10.960257
Quill,No_XIP,131072,4194304,32,442361,9.481632
Quill,No_XIP,262144,4194304,16,397019,10.564492
Quill,No_XIP,524288,4194304,8,390225,10.748425
Quill,No_XIP,1048576,4194304,4,669080,6.268763
Quill,No_XIP,512,4194304,8192,11834332,0.354418
Quill,No_XIP,1024,4194304,4096,5002417,0.838455
Quill,No_XIP,2048,4194304,2048,2576250,1.628066
Quill,No_XIP,4096,4194304,1024,1402290,2.991039
Quill,No_XIP,8192,4194304,512,838921,4.999641
Quill,No_XIP,16384,4194304,256,557743,7.520137
Quill,No_XIP,32768,4194304,128,515436,8.137390
Quill,No_XIP,65536,4194304,64,434353,9.656441
Quill,No_XIP,131072,4194304,32,376937,11.127334
Quill,No_XIP,262144,4194304,16,424314,9.884906
Quill,No_XIP,524288,4194304,8,390008,10.754405
Quill,No_XIP,1048576,4194304,4,476606,8.800359
Quill,No_XIP,512,4194304,8192,22928750,0.182928
Quill,No_XIP,1024,4194304,4096,4968786,0.844131
Quill,No_XIP,2048,4194304,2048,2752149,1.524011
Quill,No_XIP,4096,4194304,1024,1415798,2.962502
Quill,No_XIP,8192,4194304,512,838767,5.000559
Quill,No_XIP,16384,4194304,256,561209,7.473693
Quill,No_XIP,32768,4194304,128,515494,8.136475
Quill,No_XIP,65536,4194304,64,412084,10.178274
Quill,No_XIP,131072,4194304,32,419745,9.992505
Quill,No_XIP,262144,4194304,16,398279,10.531070
Quill,No_XIP,524288,4194304,8,638938,6.564493
Quill,No_XIP,1048576,4194304,4,869064,4.826231
Quill,No_XIP,512,4194304,8192,14438980,0.290485
Quill,No_XIP,1024,4194304,4096,4952922,0.846834
Quill,No_XIP,2048,4194304,2048,2601195,1.612453
Quill,No_XIP,4096,4194304,1024,1403845,2.987726
Quill,No_XIP,8192,4194304,512,826340,5.075761
Quill,No_XIP,16384,4194304,256,573520,7.313265
Quill,No_XIP,32768,4194304,128,535853,7.827341
Quill,No_XIP,65536,4194304,64,446267,9.398643
Quill,No_XIP,131072,4194304,32,419275,10.003706
Quill,No_XIP,262144,4194304,16,434375,9.655952
Quill,No_XIP,524288,4194304,8,412869,10.158922
Quill,No_XIP,1048576,4194304,4,459671,9.124578
Quill,No_XIP,512,4194304,8192,12676619,0.330869
Quill,No_XIP,1024,4194304,4096,5042973,0.831713
Quill,No_XIP,2048,4194304,2048,2581918,1.624492
Quill,No_XIP,4096,4194304,1024,1403114,2.989282
Quill,No_XIP,8192,4194304,512,842578,4.977942
Quill,No_XIP,16384,4194304,256,578254,7.253394
Quill,No_XIP,32768,4194304,128,544692,7.700322
Quill,No_XIP,65536,4194304,64,501382,8.365486
Quill,No_XIP,131072,4194304,32,418493,10.022399
Quill,No_XIP,262144,4194304,16,400996,10.459715
Quill,No_XIP,524288,4194304,8,401215,10.454006
Quill,No_XIP,1048576,4194304,4,470641,8.911897
Quill,No_XIP,512,4194304,8192,12337899,0.339953
Quill,No_XIP,1024,4194304,4096,5003505,0.838273
Quill,No_XIP,2048,4194304,2048,2554923,1.641656
Quill,No_XIP,4096,4194304,1024,1374142,3.052308
Quill,No_XIP,8192,4194304,512,807378,5.194969
Quill,No_XIP,16384,4194304,256,558560,7.509138
Quill,No_XIP,32768,4194304,128,499689,8.393829
Quill,No_XIP,65536,4194304,64,438482,9.565510
Quill,No_XIP,131072,4194304,32,377049,11.124029
Quill,No_XIP,262144,4194304,16,438622,9.562457
Quill,No_XIP,524288,4194304,8,392108,10.696808
Quill,No_XIP,1048576,4194304,4,687460,6.101161
Quill,No_XIP,512,4194304,8192,22520247,0.186246
Quill,No_XIP,1024,4194304,4096,6125792,0.684696
Quill,No_XIP,2048,4194304,2048,2580161,1.625598
Quill,No_XIP,4096,4194304,1024,1411175,2.972207
Quill,No_XIP,8192,4194304,512,830861,5.048142
Quill,No_XIP,16384,4194304,256,572876,7.321487
Quill,No_XIP,32768,4194304,128,541546,7.745056
Quill,No_XIP,65536,4194304,64,419356,10.001774
Quill,No_XIP,131072,4194304,32,478374,8.767834
Quill,No_XIP,262144,4194304,16,420229,9.980996
Quill,No_XIP,524288,4194304,8,391618,10.710192
Quill,No_XIP,1048576,4194304,4,479533,8.746643
Posix,XIP,512,4194304,8192,4307281,0.973771
Posix,XIP,1024,4194304,4096,2499907,1.677784
Posix,XIP,2048,4194304,2048,1561929,2.685336
Posix,XIP,4096,4194304,1024,1090100,3.847632
Posix,XIP,8192,4194304,512,966806,4.338310
Posix,XIP,16384,4194304,256,917577,4.571065
Posix,XIP,32768,4194304,128,1154528,3.632917
Posix,XIP,65536,4194304,64,1136279,3.691262
Posix,XIP,131072,4194304,32,1132265,3.704348
Posix,XIP,262144,4194304,16,1142474,3.671247
Posix,XIP,524288,4194304,8,1149071,3.650170
Posix,XIP,1048576,4194304,4,1149338,3.649322
Posix,XIP,512,4194304,8192,4361006,0.961774
Posix,XIP,1024,4194304,4096,2553418,1.642623
Posix,XIP,2048,4194304,2048,1587944,2.641343
Posix,XIP,4096,4194304,1024,1105457,3.794181
Posix,XIP,8192,4194304,512,979874,4.280452
Posix,XIP,16384,4194304,256,955997,4.387361
Posix,XIP,32768,4194304,128,1152167,3.640361
Posix,XIP,65536,4194304,64,1143564,3.667747
Posix,XIP,131072,4194304,32,1137978,3.685751
Posix,XIP,262144,4194304,16,1175182,3.569068
Posix,XIP,524288,4194304,8,1140618,3.677221
Posix,XIP,1048576,4194304,4,1155221,3.630737
Posix,XIP,512,4194304,8192,4339459,0.966550
Posix,XIP,1024,4194304,4096,2545428,1.647779
Posix,XIP,2048,4194304,2048,1572844,2.666701
Posix,XIP,4096,4194304,1024,1088585,3.852987
Posix,XIP,8192,4194304,512,971325,4.318126
Posix,XIP,16384,4194304,256,937476,4.474039
Posix,XIP,32768,4194304,128,1152854,3.638192
Posix,XIP,65536,4194304,64,1140609,3.677250
Posix,XIP,131072,4194304,32,1124288,3.730631
Posix,XIP,262144,4194304,16,1142814,3.670155
Posix,XIP,524288,4194304,8,1144944,3.663327
Posix,XIP,1048576,4194304,4,1149396,3.649137
Posix,XIP,512,4194304,8192,4417531,0.949468
Posix,XIP,1024,4194304,4096,2625021,1.597817
Posix,XIP,2048,4194304,2048,1622015,2.585860
Posix,XIP,4096,4194304,1024,1146677,3.657790
Posix,XIP,8192,4194304,512,1014037,4.136244
Posix,XIP,16384,4194304,256,935443,4.483762
Posix,XIP,32768,4194304,128,1179435,3.556198
Posix,XIP,65536,4194304,64,1139448,3.680996
Posix,XIP,131072,4194304,32,1178917,3.557760
Posix,XIP,262144,4194304,16,1191219,3.521018
Posix,XIP,524288,4194304,8,1195255,3.509129
Posix,XIP,1048576,4194304,4,1198048,3.500948
Posix,XIP,512,4194304,8192,4459251,0.940585
Posix,XIP,1024,4194304,4096,2563084,1.636429
Posix,XIP,2048,4194304,2048,1601088,2.619659
Posix,XIP,4096,4194304,1024,1094619,3.831748
Posix,XIP,8192,4194304,512,1012136,4.144012
Posix,XIP,16384,4194304,256,983884,4.263007
Posix,XIP,32768,4194304,128,1186935,3.533727
Posix,XIP,65536,4194304,64,1176638,3.564651
Posix,XIP,131072,4194304,32,1132041,3.705081
Posix,XIP,262144,4194304,16,1188044,3.530428
Posix,XIP,524288,4194304,8,1140043,3.679075
Posix,XIP,1048576,4194304,4,1382764,3.033275
Posix,XIP,512,4194304,8192,4399521,0.953355
Posix,XIP,1024,4194304,4096,2574902,1.628918
Posix,XIP,2048,4194304,2048,1625151,2.580870
Posix,XIP,4096,4194304,1024,1137079,3.688665
Posix,XIP,8192,4194304,512,956895,4.383244
Posix,XIP,16384,4194304,256,975588,4.299257
Posix,XIP,32768,4194304,128,1122457,3.736717
Posix,XIP,65536,4194304,64,1179627,3.555619
Posix,XIP,131072,4194304,32,1122355,3.737056
Posix,XIP,262144,4194304,16,1188194,3.529982
Posix,XIP,524288,4194304,8,1180427,3.553209
Posix,XIP,1048576,4194304,4,1144637,3.664309
Posix,XIP,512,4194304,8192,4493808,0.933352
Posix,XIP,1024,4194304,4096,2519165,1.664958
Posix,XIP,2048,4194304,2048,1571093,2.669673
Posix,XIP,4096,4194304,1024,1097124,3.822999
Posix,XIP,8192,4194304,512,973416,4.308850
Posix,XIP,16384,4194304,256,936686,4.477812
Posix,XIP,32768,4194304,128,1149554,3.648636
Posix,XIP,65536,4194304,64,1142107,3.672426
Posix,XIP,131072,4194304,32,1136150,3.691682
Posix,XIP,262144,4194304,16,1152014,3.640845
Posix,XIP,524288,4194304,8,1145985,3.659999
Posix,XIP,1048576,4194304,4,1152068,3.640674
Posix,XIP,512,4194304,8192,4259345,0.984730
Posix,XIP,1024,4194304,4096,2507746,1.672539
Posix,XIP,2048,4194304,2048,1567958,2.675010
Posix,XIP,4096,4194304,1024,1082081,3.876146
Posix,XIP,8192,4194304,512,963771,4.351972
Posix,XIP,16384,4194304,256,931722,4.501669
Posix,XIP,32768,4194304,128,1136416,3.690817
Posix,XIP,65536,4194304,64,1126406,3.723617
Posix,XIP,131072,4194304,32,1132426,3.703822
Posix,XIP,262144,4194304,16,1124997,3.728280
Posix,XIP,524288,4194304,8,1134324,3.697624
Posix,XIP,1048576,4194304,4,1131706,3.706178
Posix,XIP,512,4194304,8192,4371261,0.959518
Posix,XIP,1024,4194304,4096,2550079,1.644774
Posix,XIP,2048,4194304,2048,1580249,2.654204
Posix,XIP,4096,4194304,1024,1102084,3.805793
Posix,XIP,8192,4194304,512,969540,4.326076
Posix,XIP,16384,4194304,256,926181,4.528601
Posix,XIP,32768,4194304,128,1163765,3.604082
Posix,XIP,65536,4194304,64,1138412,3.684346
Posix,XIP,131072,4194304,32,1127699,3.719347
Posix,XIP,262144,4194304,16,1131520,3.706787
Posix,XIP,524288,4194304,8,1154754,3.632206
Posix,XIP,1048576,4194304,4,1147336,3.655689
Posix,XIP,512,4194304,8192,4246003,0.987824
Posix,XIP,1024,4194304,4096,2488393,1.685547
Posix,XIP,2048,4194304,2048,1564939,2.680171
Posix,XIP,4096,4194304,1024,1085412,3.864251
Posix,XIP,8192,4194304,512,944037,4.442945
Posix,XIP,16384,4194304,256,904217,4.638603
Posix,XIP,32768,4194304,128,1155425,3.630096
Posix,XIP,65536,4194304,64,1130377,3.710536
Posix,XIP,131072,4194304,32,1134895,3.695764
Posix,XIP,262144,4194304,16,1131111,3.708128
Posix,XIP,524288,4194304,8,1149998,3.647227
Posix,XIP,1048576,4194304,4,1144402,3.665062
Quill,XIP,512,4194304,8192,10530323,0.398307
Quill,XIP,1024,4194304,4096,4727428,0.887227
Quill,XIP,2048,4194304,2048,2491724,1.683294
Quill,XIP,4096,4194304,1024,1358166,3.088212
Quill,XIP,8192,4194304,512,782832,5.357860
Quill,XIP,16384,4194304,256,543191,7.721601
Quill,XIP,32768,4194304,128,470718,8.910439
Quill,XIP,65536,4194304,64,396749,10.571681
Quill,XIP,131072,4194304,32,365833,11.465078
Quill,XIP,262144,4194304,16,408814,10.259688
Quill,XIP,524288,4194304,8,388293,10.801905
Quill,XIP,1048576,4194304,4,467829,8.965464
Quill,XIP,512,4194304,8192,10554857,0.397381
Quill,XIP,1024,4194304,4096,4736162,0.885591
Quill,XIP,2048,4194304,2048,2501835,1.676491
Quill,XIP,4096,4194304,1024,1362395,3.078626
Quill,XIP,8192,4194304,512,786290,5.334297
Quill,XIP,16384,4194304,256,535932,7.826187
Quill,XIP,32768,4194304,128,479482,8.747573
Quill,XIP,65536,4194304,64,395746,10.598475
Quill,XIP,131072,4194304,32,376839,11.130228
Quill,XIP,262144,4194304,16,396646,10.574427
Quill,XIP,524288,4194304,8,388990,10.782550
Quill,XIP,1048576,4194304,4,475955,8.812396
Quill,XIP,512,4194304,8192,10513318,0.398952
Quill,XIP,1024,4194304,4096,4742394,0.884428
Quill,XIP,2048,4194304,2048,2507816,1.672493
Quill,XIP,4096,4194304,1024,1360822,3.082184
Quill,XIP,8192,4194304,512,780592,5.373235
Quill,XIP,16384,4194304,256,535670,7.830015
Quill,XIP,32768,4194304,128,474331,8.842568
Quill,XIP,65536,4194304,64,401125,10.456352
Quill,XIP,131072,4194304,32,388944,10.783825
Quill,XIP,262144,4194304,16,417457,10.047272
Quill,XIP,524288,4194304,8,388745,10.789345
Quill,XIP,1048576,4194304,4,462319,9.072316
Quill,XIP,512,4194304,8192,10748733,0.390214
Quill,XIP,1024,4194304,4096,4727824,0.887153
Quill,XIP,2048,4194304,2048,2514834,1.667825
Quill,XIP,4096,4194304,1024,1361390,3.080898
Quill,XIP,8192,4194304,512,782770,5.358284
Quill,XIP,16384,4194304,256,536968,7.811087
Quill,XIP,32768,4194304,128,488799,8.580836
Quill,XIP,65536,4194304,64,385260,10.886944
Quill,XIP,131072,4194304,32,357492,11.732581
Quill,XIP,262144,4194304,16,408177,10.275699
Quill,XIP,524288,4194304,8,388980,10.782827
Quill,XIP,1048576,4194304,4,454219,9.234101
Quill,XIP,512,4194304,8192,10554274,0.397403
Quill,XIP,1024,4194304,4096,4743638,0.884196
Quill,XIP,2048,4194304,2048,2507061,1.672996
Quill,XIP,4096,4194304,1024,1361189,3.081353
Quill,XIP,8192,4194304,512,774297,5.416919
Quill,XIP,16384,4194304,256,540927,7.753919
Quill,XIP,32768,4194304,128,473385,8.860238
Quill,XIP,65536,4194304,64,395643,10.601234
Quill,XIP,131072,4194304,32,355660,11.793016
Quill,XIP,262144,4194304,16,414293,10.124004
Quill,XIP,524288,4194304,8,388938,10.783991
Quill,XIP,1048576,4194304,4,462701,9.064826
Quill,XIP,512,4194304,8192,10487937,0.399917
Quill,XIP,1024,4194304,4096,4726976,0.887312
Quill,XIP,2048,4194304,2048,2499688,1.677931
Quill,XIP,4096,4194304,1024,1358055,3.088464
Quill,XIP,8192,4194304,512,772326,5.430743
Quill,XIP,16384,4194304,256,541729,7.742439
Quill,XIP,32768,4194304,128,463372,9.051699
Quill,XIP,65536,4194304,64,404060,10.380399
Quill,XIP,131072,4194304,32,363183,11.548734
Quill,XIP,262144,4194304,16,417259,10.052040
Quill,XIP,524288,4194304,8,388757,10.789012
Quill,XIP,1048576,4194304,4,474638,8.836848
Quill,XIP,512,4194304,8192,10504905,0.399271
Quill,XIP,1024,4194304,4096,4722555,0.888143
Quill,XIP,2048,4194304,2048,2506519,1.673358
Quill,XIP,4096,4194304,1024,1360178,3.083643
Quill,XIP,8192,4194304,512,774540,5.415219
Quill,XIP,16384,4194304,256,538847,7.783850
Quill,XIP,32768,4194304,128,492766,8.511756
Quill,XIP,65536,4194304,64,401030,10.458829
Quill,XIP,131072,4194304,32,364351,11.511713
Quill,XIP,262144,4194304,16,417895,10.036741
Quill,XIP,524288,4194304,8,389612,10.765336
Quill,XIP,1048576,4194304,4,461415,9.090090
Quill,XIP,512,4194304,8192,10485619,0.400005
Quill,XIP,1024,4194304,4096,4726841,0.887338
Quill,XIP,2048,4194304,2048,2509878,1.671119
Quill,XIP,4096,4194304,1024,1360712,3.082433
Quill,XIP,8192,4194304,512,774400,5.416198
Quill,XIP,16384,4194304,256,543155,7.722112
Quill,XIP,32768,4194304,128,471378,8.897963
Quill,XIP,65536,4194304,64,404626,10.365879
Quill,XIP,131072,4194304,32,358904,11.686423
Quill,XIP,262144,4194304,16,414198,10.126326
Quill,XIP,524288,4194304,8,387888,10.813183
Quill,XIP,1048576,4194304,4,473291,8.861998
Quill,XIP,512,4194304,8192,10571433,0.396758
Quill,XIP,1024,4194304,4096,4724776,0.887725
Quill,XIP,2048,4194304,2048,2506554,1.673335
Quill,XIP,4096,4194304,1024,1357444,3.089854
Quill,XIP,8192,4194304,512,790843,5.303586
Quill,XIP,16384,4194304,256,544319,7.705599
Quill,XIP,32768,4194304,128,470982,8.905444
Quill,XIP,65536,4194304,64,405235,10.350300
Quill,XIP,131072,4194304,32,359442,11.668931
Quill,XIP,262144,4194304,16,407673,10.288403
Quill,XIP,524288,4194304,8,388052,10.808613
Quill,XIP,1048576,4194304,4,474654,8.836550
Quill,XIP,512,4194304,8192,10466977,0.400718
Quill,XIP,1024,4194304,4096,4726506,0.887401
Quill,XIP,2048,4194304,2048,2507974,1.672387
Quill,XIP,4096,4194304,1024,1357191,3.090430
Quill,XIP,8192,4194304,512,790268,5.307445
Quill,XIP,16384,4194304,256,533316,7.864576
Quill,XIP,32768,4194304,128,487622,8.601548
Quill,XIP,65536,4194304,64,385477,10.880815
Quill,XIP,131072,4194304,32,395106,10.615642
Quill,XIP,262144,4194304,16,399072,10.510144
Quill,XIP,524288,4194304,8,406494,10.318243
Quill,XIP,1048576,4194304,4,455855,9.200961
