Type,XIP,request_size,count,time (ns),Bandwidth (GB/s)
Posix-mmap,Enabled,16384,256,245668,17482.811339
Posix-mmap,Enabled,32768,128,313487,13700.623299
Posix-mmap,Enabled,65536,64,304344,14112.212812
Posix-mmap,Enabled,131072,32,351445,12220.880354
Posix-mmap,Enabled,262144,16,386841,11102.668269
Posix-mmap,Enabled,524288,8,380608,11284.490331
Posix-mmap,Enabled,1048576,4,468224,9172.890104
Posix-mmap,Enabled,512,8192,1669564,2572.508329
Posix-mmap,Enabled,1024,4096,301205,14259.282867
Posix-mmap,Enabled,2048,2048,294388,14589.478158
Posix-mmap,Enabled,4096,1024,234242,18335.598637
Posix-mmap,Enabled,8192,512,218015,19700.329317
Posix-mmap,Enabled,16384,256,225400,19054.868217
Posix-mmap,Enabled,32768,128,338002,12706.928645
Posix-mmap,Enabled,65536,64,304874,14087.679815
Posix-mmap,Enabled,131072,32,321642,13353.253916
Posix-mmap,Enabled,262144,16,425184,10101.432076
Posix-mmap,Enabled,524288,8,380329,11292.768356
Posix-mmap,Enabled,1048576,4,468911,9159.450932
Posix-mmap,Enabled,512,8192,1667543,2575.626113
Posix-mmap,Enabled,1024,4096,295050,14556.743928
Posix-mmap,Enabled,2048,2048,280204,15328.001370
Posix-mmap,Enabled,4096,1024,255675,16798.542274
Posix-mmap,Enabled,8192,512,218912,19619.606490
Posix-mmap,Enabled,16384,256,215604,19920.629005
Posix-mmap,Enabled,32768,128,330209,13006.814763
Posix-mmap,Enabled,65536,64,311480,13788.902324
Posix-mmap,Enabled,131072,32,320319,13408.406295
Posix-mmap,Enabled,262144,16,401233,10704.421860
Posix-mmap,Enabled,524288,8,380257,11294.906592
Posix-mmap,Enabled,1048576,4,472024,9099.044320
Posix-mmap,Enabled,512,8192,1661307,2585.294167
Posix-mmap,Enabled,1024,4096,300421,14296.494905
Posix-mmap,Enabled,2048,2048,296344,14493.181222
Posix-mmap,Enabled,4096,1024,234171,18341.157940
Posix-mmap,Enabled,8192,512,218514,19655.341516
Posix-mmap,Enabled,16384,256,222939,19265.212888
Posix-mmap,Enabled,32768,128,336961,12746.185155
Posix-mmap,Enabled,65536,64,304354,14111.749134
Posix-mmap,Enabled,131072,32,321823,13345.743766
Posix-mmap,Enabled,262144,16,410604,10460.120447
Posix-mmap,Enabled,524288,8,380327,11292.827740
Posix-mmap,Enabled,1048576,4,479396,8959.122095
Posix-mmap,Enabled,512,8192,1665742,2578.410880
Posix-mmap,Enabled,1024,4096,299058,14361.653245
Posix-mmap,Enabled,2048,2048,262012,16392.254156
Posix-mmap,Enabled,4096,1024,231250,18572.831550
Posix-mmap,Enabled,8192,512,215453,19934.590356
Posix-mmap,Enabled,16384,256,248733,17267.380267
Posix-mmap,Enabled,32768,128,316821,13556.447634
Posix-mmap,Enabled,65536,64,304461,14106.789691
Posix-mmap,Enabled,131072,32,351770,12209.589493
Posix-mmap,Enabled,262144,16,377974,11363.128935
Posix-mmap,Enabled,524288,8,379954,11303.913884
Posix-mmap,Enabled,1048576,4,463864,9259.108911
Posix-mmap,Enabled,512,8192,1669364,2572.816531
Posix-mmap,Enabled,1024,4096,300230,14305.590034
Posix-mmap,Enabled,2048,2048,294524,14582.741291
Posix-mmap,Enabled,4096,1024,234096,18347.034106
Posix-mmap,Enabled,8192,512,218478,19658.580251
Posix-mmap,Enabled,16384,256,217108,19782.630285
Posix-mmap,Enabled,32768,128,337456,12727.488313
Posix-mmap,Enabled,65536,64,304796,14091.284977
Posix-mmap,Enabled,131072,32,321049,13377.918312
Posix-mmap,Enabled,262144,16,409573,10486.451246
Posix-mmap,Enabled,524288,8,379848,11307.068343
Posix-mmap,Enabled,1048576,4,475545,9031.673755
Posix-mmap,Enabled,512,8192,1644450,2611.795613
Posix-mmap,Enabled,1024,4096,294500,14583.929698
Posix-mmap,Enabled,2048,2048,277779,15461.814234
Posix-mmap,Enabled,4096,1024,256177,16765.624143
Posix-mmap,Enabled,8192,512,218470,19659.300114
Posix-mmap,Enabled,16384,256,217192,19774.979263
Posix-mmap,Enabled,32768,128,333817,12866.232984
Posix-mmap,Enabled,65536,64,311392,13792.799096
Posix-mmap,Enabled,131072,32,321190,13372.045506
Posix-mmap,Enabled,262144,16,402450,10672.051922
Posix-mmap,Enabled,524288,8,380044,11301.236952
Posix-mmap,Enabled,1048576,4,472675,9086.512500
Posix-mmap,Enabled,512,8192,1665682,2578.503758
Posix-mmap,Enabled,1024,4096,299896,14321.522448
Posix-mmap,Enabled,2048,2048,282452,15206.007732
Posix-mmap,Enabled,4096,1024,234309,18330.355624
Posix-mmap,Enabled,8192,512,218018,19700.058234
Posix-mmap,Enabled,16384,256,218751,19634.046455
Posix-mmap,Enabled,32768,128,328216,13085.795013
Posix-mmap,Enabled,65536,64,305038,14080.105744
Posix-mmap,Enabled,131072,32,338358,12693.559177
Posix-mmap,Enabled,262144,16,402794,10662.937621
Posix-mmap,Enabled,524288,8,380525,11286.951701
Posix-mmap,Enabled,1048576,4,476595,9011.775818
Posix-mmap,Enabled,512,8192,1645124,2610.725572
Posix-mmap,Enabled,1024,4096,299008,14364.054795
Posix-mmap,Enabled,2048,2048,293016,14657.791028
Posix-mmap,Enabled,4096,1024,234171,18341.157940
Posix-mmap,Enabled,8192,512,218100,19692.651518
Posix-mmap,Enabled,16384,256,218048,19697.347813
Posix-mmap,Enabled,32768,128,338034,12705.725744
Posix-mmap,Enabled,65536,64,305078,14078.259645
Posix-mmap,Enabled,131072,32,321374,13364.389453
Posix-mmap,Enabled,262144,16,410487,10463.101867
Posix-mmap,Enabled,524288,8,380044,11301.236952
Posix-mmap,Enabled,1048576,4,479819,8951.223891
Posix-mmap,Enabled,512,8192,1653973,2596.757804
Posix-mmap,Enabled,1024,4096,294545,14581.701594
Posix-mmap,Enabled,2048,2048,285084,15065.620294
Posix-mmap,Enabled,4096,1024,244689,17552.760018
Posix-mmap,Enabled,8192,512,218563,19650.934952
Posix-mmap,Enabled,16384,256,220943,19439.254903
Posix-mmap,Enabled,32768,128,331056,12973.537093
Posix-mmap,Enabled,65536,64,312665,13736.642400
Posix-mmap,Enabled,131072,32,321021,13379.085156
Posix-mmap,Enabled,262144,16,409614,10485.401612
Posix-mmap,Enabled,524288,8,380443,11289.384470
Posix-mmap,Enabled,1048576,4,476739,9009.053793
Quill-mmap,Enabled,512,8192,1782359,2409.709433
Quill-mmap,Enabled,1024,4096,294064,14605.552859
Quill-mmap,Enabled,2048,2048,277597,15471.951412
Quill-mmap,Enabled,4096,1024,246054,17455.384981
Quill-mmap,Enabled,8192,512,219274,19587.216432
Quill-mmap,Enabled,16384,256,217143,19779.441640
Quill-mmap,Enabled,32768,128,324477,13236.584707
Quill-mmap,Enabled,65536,64,315800,13600.276428
Quill-mmap,Enabled,131072,32,322743,13307.700852
Quill-mmap,Enabled,262144,16,397490,10805.221002
Quill-mmap,Enabled,524288,8,380340,11292.441752
Quill-mmap,Enabled,1048576,4,475096,9040.209339
Quill-mmap,Enabled,512,8192,1780668,2411.997799
Quill-mmap,Enabled,1024,4096,294396,14589.081699
Quill-mmap,Enabled,2048,2048,290457,14786.929893
Quill-mmap,Enabled,4096,1024,236766,18140.135391
Quill-mmap,Enabled,8192,512,230964,18595.830069
Quill-mmap,Enabled,16384,256,221349,19403.599275
Quill-mmap,Enabled,32768,128,331181,12968.640399
Quill-mmap,Enabled,65536,64,303955,14130.273547
Quill-mmap,Enabled,131072,32,321415,13362.684679
Quill-mmap,Enabled,262144,16,410815,10454.747991
Quill-mmap,Enabled,524288,8,380954,11274.241236
Quill-mmap,Enabled,1048576,4,479670,8954.004411
Quill-mmap,Enabled,512,8192,1793108,2395.264142
Quill-mmap,Enabled,1024,4096,294293,14594.187752
Quill-mmap,Enabled,2048,2048,287088,14960.455665
Quill-mmap,Enabled,4096,1024,244121,17593.600288
Quill-mmap,Enabled,8192,512,218012,19700.600407
Quill-mmap,Enabled,16384,256,220444,19483.257861
Quill-mmap,Enabled,32768,128,339805,12639.505881
Quill-mmap,Enabled,65536,64,304338,14112.491033
Quill-mmap,Enabled,131072,32,321915,13341.929690
Quill-mmap,Enabled,262144,16,410047,10474.329274
Quill-mmap,Enabled,524288,8,380488,11288.049284
Quill-mmap,Enabled,1048576,4,480588,8936.900830
Quill-mmap,Enabled,512,8192,1777765,2415.936469
Quill-mmap,Enabled,1024,4096,293321,14642.549616
Quill-mmap,Enabled,2048,2048,261599,16418.133464
Quill-mmap,Enabled,4096,1024,233702,18377.965512
Quill-mmap,Enabled,8192,512,254985,16843.999827
Quill-mmap,Enabled,16384,256,218195,19684.077527
Quill-mmap,Enabled,32768,128,315443,13615.668428
Quill-mmap,Enabled,65536,64,309850,13861.440361
Quill-mmap,Enabled,131072,32,347912,12344.981766
Quill-mmap,Enabled,262144,16,378401,11350.306410
Quill-mmap,Enabled,524288,8,410811,10454.849787
Quill-mmap,Enabled,1048576,4,449799,9548.636827
Quill-mmap,Enabled,512,8192,1802804,2382.381721
Quill-mmap,Enabled,1024,4096,293609,14628.186793
Quill-mmap,Enabled,2048,2048,261724,16410.292125
Quill-mmap,Enabled,4096,1024,230859,18604.287881
Quill-mmap,Enabled,8192,512,246216,17443.900055
Quill-mmap,Enabled,16384,256,231147,18581.107676
Quill-mmap,Enabled,32768,128,304637,14098.639679
Quill-mmap,Enabled,65536,64,327455,13116.206184
Quill-mmap,Enabled,131072,32,346862,12382.351759
Quill-mmap,Enabled,262144,16,378312,11352.976633
Quill-mmap,Enabled,524288,8,415881,10327.394846
Quill-mmap,Enabled,1048576,4,450144,9541.318547
Quill-mmap,Enabled,512,8192,1798676,2387.849338
Quill-mmap,Enabled,1024,4096,293858,14615.791627
Quill-mmap,Enabled,2048,2048,266392,16122.733776
Quill-mmap,Enabled,4096,1024,237333,18096.797731
Quill-mmap,Enabled,8192,512,241092,17814.640453
Quill-mmap,Enabled,16384,256,215721,19909.824709
Quill-mmap,Enabled,32768,128,315823,13599.285980
Quill-mmap,Enabled,65536,64,308701,13913.033311
Quill-mmap,Enabled,131072,32,345429,12433.719508
Quill-mmap,Enabled,262144,16,378480,11347.937265
Quill-mmap,Enabled,524288,8,426176,10077.919207
Quill-mmap,Enabled,1048576,4,450089,9542.484478
Quill-mmap,Enabled,512,8192,1774262,2420.706353
Quill-mmap,Enabled,1024,4096,336348,12769.415296
Quill-mmap,Enabled,2048,2048,262564,16357.791990
Quill-mmap,Enabled,4096,1024,231310,18568.013903
Quill-mmap,Enabled,8192,512,238615,17999.569583
Quill-mmap,Enabled,16384,256,224564,19125.805098
Quill-mmap,Enabled,32768,128,304246,14116.758465
Quill-mmap,Enabled,65536,64,304242,14116.944064
Quill-mmap,Enabled,131072,32,360582,11911.208258
Quill-mmap,Enabled,262144,16,378738,11340.206940
Quill-mmap,Enabled,524288,8,413966,10375.169207
Quill-mmap,Enabled,1048576,4,450505,9533.672869
Quill-mmap,Enabled,512,8192,1776579,2417.549288
Quill-mmap,Enabled,1024,4096,293491,14634.068152
Quill-mmap,Enabled,2048,2048,261818,16404.400370
Quill-mmap,Enabled,4096,1024,233874,18364.449644
Quill-mmap,Enabled,8192,512,243347,17649.559255
Quill-mmap,Enabled,16384,256,217470,19749.700170
Quill-mmap,Enabled,32768,128,315440,13615.797920
Quill-mmap,Enabled,65536,64,308410,13926.160942
Quill-mmap,Enabled,131072,32,359379,11951.080325
Quill-mmap,Enabled,262144,16,377916,11364.872871
Quill-mmap,Enabled,524288,8,415019,10348.844983
Quill-mmap,Enabled,1048576,4,450650,9530.605339
Quill-mmap,Enabled,512,8192,1769464,2427.270233
Quill-mmap,Enabled,1024,4096,324467,13236.992656
Quill-mmap,Enabled,2048,2048,278036,15447.522249
Quill-mmap,Enabled,4096,1024,235139,18265.652640
Quill-mmap,Enabled,8192,512,219204,19593.471360
Quill-mmap,Enabled,16384,256,259838,16529.404075
Quill-mmap,Enabled,32768,128,302901,14179.442445
Quill-mmap,Enabled,65536,64,304408,14109.245802
Quill-mmap,Enabled,131072,32,361417,11883.689190
Quill-mmap,Enabled,262144,16,378425,11349.586565
Quill-mmap,Enabled,524288,8,380953,11274.270831
Quill-mmap,Enabled,1048576,4,465336,9229.819520
Quill-mmap,Enabled,512,8192,1780868,2411.726920
Quill-mmap,Enabled,1024,4096,293984,14609.527376
Quill-mmap,Enabled,2048,2048,303173,14166.720968
Quill-mmap,Enabled,4096,1024,234196,18339.200055
Quill-mmap,Enabled,8192,512,229635,18703.452418
Quill-mmap,Enabled,16384,256,217942,19706.927972
Quill-mmap,Enabled,32768,128,340551,12611.818189
Quill-mmap,Enabled,65536,64,303767,14139.018708
Quill-mmap,Enabled,131072,32,320683,13393.186717
Quill-mmap,Enabled,262144,16,410693,10457.853667
Quill-mmap,Enabled,524288,8,379975,11303.289153
Quill-mmap,Enabled,1048576,4,480187,8944.363958
