Type,XIP,request_size,file_size,count,time (ns),Bandwidth (GB/s)
Quill,No_XIP,512,4194304,8192,11828456,0.354594
Quill,No_XIP,1024,4194304,4096,4927765,0.851157
Quill,No_XIP,2048,4194304,2048,2549647,1.645053
Quill,No_XIP,4096,4194304,1024,1412566,2.969280
Quill,No_XIP,8192,4194304,512,848617,4.942517
Quill,No_XIP,16384,4194304,256,561277,7.472788
Quill,No_XIP,32768,4194304,128,529389,7.922915
Quill,No_XIP,65536,4194304,64,426810,9.827099
Quill,No_XIP,131072,4194304,32,390460,10.741956
Quill,No_XIP,262144,4194304,16,400541,10.471597
Quill,No_XIP,524288,4194304,8,395706,10.599546
Quill,No_XIP,1048576,4194304,4,476710,8.798439
Quill,No_XIP,512,4194304,8192,28930719,0.144978
Quill,No_XIP,1024,4194304,4096,4987524,0.840959
Quill,No_XIP,2048,4194304,2048,2717264,1.543576
Quill,No_XIP,4096,4194304,1024,1398385,2.999391
Quill,No_XIP,8192,4194304,512,797476,5.259474
Quill,No_XIP,16384,4194304,256,602321,6.963569
Quill,No_XIP,32768,4194304,128,504245,8.317988
Quill,No_XIP,65536,4194304,64,413821,10.135551
Quill,No_XIP,131072,4194304,32,394764,10.624839
Quill,No_XIP,262144,4194304,16,434665,9.649509
Quill,No_XIP,524288,4194304,8,389203,10.776649
Quill,No_XIP,1048576,4194304,4,675247,6.211511
Quill,No_XIP,512,4194304,8192,15413111,0.272126
Quill,No_XIP,1024,4194304,4096,4816975,0.870734
Quill,No_XIP,2048,4194304,2048,2518634,1.665309
Quill,No_XIP,4096,4194304,1024,1380657,3.037904
Quill,No_XIP,8192,4194304,512,801137,5.235439
Quill,No_XIP,16384,4194304,256,537473,7.803748
Quill,No_XIP,32768,4194304,128,505024,8.305158
Quill,No_XIP,65536,4194304,64,402486,10.420994
Quill,No_XIP,131072,4194304,32,376077,11.152780
Quill,No_XIP,262144,4194304,16,398939,10.513647
Quill,No_XIP,524288,4194304,8,393668,10.654419
Quill,No_XIP,1048576,4194304,4,670442,6.256028
Quill,No_XIP,512,4194304,8192,22055584,0.190170
Quill,No_XIP,1024,4194304,4096,5030200,0.833825
Quill,No_XIP,2048,4194304,2048,2549857,1.644917
Quill,No_XIP,4096,4194304,1024,1402549,2.990487
Quill,No_XIP,8192,4194304,512,1041748,4.026217
Quill,No_XIP,16384,4194304,256,896513,4.678464
Quill,No_XIP,32768,4194304,128,805365,5.207954
Quill,No_XIP,65536,4194304,64,700600,5.986731
Quill,No_XIP,131072,4194304,32,687903,6.097232
Quill,No_XIP,262144,4194304,16,678323,6.183343
Quill,No_XIP,524288,4194304,8,647080,6.481894
Quill,No_XIP,1048576,4194304,4,912238,4.597818
Quill,No_XIP,512,4194304,8192,20205967,0.207577
Quill,No_XIP,1024,4194304,4096,4992745,0.840080
Quill,No_XIP,2048,4194304,2048,2736947,1.532475
Quill,No_XIP,4096,4194304,1024,1484187,2.825994
Quill,No_XIP,8192,4194304,512,898373,4.668778
Quill,No_XIP,16384,4194304,256,641762,6.535607
Quill,No_XIP,32768,4194304,128,494165,8.487659
Quill,No_XIP,65536,4194304,64,441615,9.497648
Quill,No_XIP,131072,4194304,32,423009,9.915401
Quill,No_XIP,262144,4194304,16,409731,10.236726
Quill,No_XIP,524288,4194304,8,406513,10.317761
Quill,No_XIP,1048576,4194304,4,488562,8.584998
Quill,No_XIP,512,4194304,8192,26683294,0.157188
Quill,No_XIP,1024,4194304,4096,5905483,0.710239
Quill,No_XIP,2048,4194304,2048,2552557,1.643177
Quill,No_XIP,4096,4194304,1024,1403106,2.989299
Quill,No_XIP,8192,4194304,512,836753,5.012595
Quill,No_XIP,16384,4194304,256,573184,7.317552
Quill,No_XIP,32768,4194304,128,485756,8.634590
Quill,No_XIP,65536,4194304,64,385058,10.892655
Quill,No_XIP,131072,4194304,32,403135,10.404217
Quill,No_XIP,262144,4194304,16,397688,10.546720
Quill,No_XIP,524288,4194304,8,386793,10.843795
Quill,No_XIP,1048576,4194304,4,804438,5.213956
Quill,No_XIP,512,4194304,8192,12904787,0.325019
Quill,No_XIP,1024,4194304,4096,5048578,0.830789
Quill,No_XIP,2048,4194304,2048,2694574,1.556574
Quill,No_XIP,4096,4194304,1024,1689658,2.482339
Quill,No_XIP,8192,4194304,512,2975630,1.409552
Quill,No_XIP,16384,4194304,256,2438736,1.719868
Quill,No_XIP,32768,4194304,128,1492557,2.810147
Quill,No_XIP,65536,4194304,64,401789,10.439071
Quill,No_XIP,131072,4194304,32,385439,10.881888
Quill,No_XIP,262144,4194304,16,1941924,2.159870
Quill,No_XIP,524288,4194304,8,1968306,2.130921
Quill,No_XIP,1048576,4194304,4,2204928,1.902241
Quill,No_XIP,512,4194304,8192,12400207,0.338245
Quill,No_XIP,1024,4194304,4096,5088991,0.824192
Quill,No_XIP,2048,4194304,2048,3544876,1.183202
Quill,No_XIP,4096,4194304,1024,1413702,2.966894
Quill,No_XIP,8192,4194304,512,823052,5.096038
Quill,No_XIP,16384,4194304,256,541455,7.746357
Quill,No_XIP,32768,4194304,128,522042,8.034419
Quill,No_XIP,65536,4194304,64,411981,10.180819
Quill,No_XIP,131072,4194304,32,410957,10.206187
Quill,No_XIP,262144,4194304,16,398780,10.517839
Quill,No_XIP,524288,4194304,8,414387,10.121707
Quill,No_XIP,1048576,4194304,4,458481,9.148261
Posix,XIP,512,4194304,8192,4281696,0.979589
Posix,XIP,1024,4194304,4096,2499775,1.677873
Posix,XIP,2048,4194304,2048,1592305,2.634108
Posix,XIP,4096,4194304,1024,1103983,3.799247
Posix,XIP,8192,4194304,512,976254,4.296325
Posix,XIP,16384,4194304,256,947158,4.428304
Posix,XIP,32768,4194304,128,1160749,3.613446
Posix,XIP,65536,4194304,64,1143852,3.666824
Posix,XIP,131072,4194304,32,1136961,3.689048
Posix,XIP,262144,4194304,16,1157661,3.623085
Posix,XIP,524288,4194304,8,1151552,3.642305
Posix,XIP,1048576,4194304,4,1160880,3.613038
Posix,XIP,512,4194304,8192,4348718,0.964492
Posix,XIP,1024,4194304,4096,2565309,1.635009
Posix,XIP,2048,4194304,2048,1659273,2.527796
Posix,XIP,4096,4194304,1024,1217375,3.445367
Posix,XIP,8192,4194304,512,1031074,4.067898
Posix,XIP,16384,4194304,256,1023782,4.096872
Posix,XIP,32768,4194304,128,1248231,3.360199
Posix,XIP,65536,4194304,64,1228794,3.413350
Posix,XIP,131072,4194304,32,1252959,3.347519
Posix,XIP,262144,4194304,16,1274751,3.290293
Posix,XIP,524288,4194304,8,1269370,3.304241
Posix,XIP,1048576,4194304,4,1204232,3.482970
Posix,XIP,512,4194304,8192,4410695,0.950939
Posix,XIP,1024,4194304,4096,2555544,1.641257
Posix,XIP,2048,4194304,2048,1658238,2.529374
Posix,XIP,4096,4194304,1024,1246173,3.365748
Posix,XIP,8192,4194304,512,1089067,3.851282
Posix,XIP,16384,4194304,256,1103904,3.799519
Posix,XIP,32768,4194304,128,1194754,3.510601
Posix,XIP,65536,4194304,64,1236045,3.393326
Posix,XIP,131072,4194304,32,1202441,3.488158
Posix,XIP,262144,4194304,16,1225166,3.423458
Posix,XIP,524288,4194304,8,1236953,3.390835
Posix,XIP,1048576,4194304,4,1274217,3.291672
Posix,XIP,512,4194304,8192,4280091,0.979957
Posix,XIP,1024,4194304,4096,2524781,1.661255
Posix,XIP,2048,4194304,2048,1636643,2.562748
Posix,XIP,4096,4194304,1024,1113964,3.765206
Posix,XIP,8192,4194304,512,997004,4.206908
Posix,XIP,16384,4194304,256,953593,4.398422
Posix,XIP,32768,4194304,128,1271002,3.299998
Posix,XIP,65536,4194304,64,1189989,3.524658
Posix,XIP,131072,4194304,32,1196521,3.505416
Posix,XIP,262144,4194304,16,1168224,3.590325
Posix,XIP,524288,4194304,8,1214464,3.453626
Posix,XIP,1048576,4194304,4,1197170,3.503516
Posix,XIP,512,4194304,8192,4264099,0.983632
Posix,XIP,1024,4194304,4096,2508358,1.672131
Posix,XIP,2048,4194304,2048,1623841,2.582952
Posix,XIP,4096,4194304,1024,1151130,3.643641
Posix,XIP,8192,4194304,512,1056253,3.970927
Posix,XIP,16384,4194304,256,981858,4.271803
Posix,XIP,32768,4194304,128,1185321,3.538539
Posix,XIP,65536,4194304,64,1215238,3.451426
Posix,XIP,131072,4194304,32,1222088,3.432080
Posix,XIP,262144,4194304,16,1171145,3.581370
Posix,XIP,524288,4194304,8,1221125,3.434787
Posix,XIP,1048576,4194304,4,1506662,2.783839
Posix,XIP,512,4194304,8192,4324253,0.969949
Posix,XIP,1024,4194304,4096,2509404,1.671434
Posix,XIP,2048,4194304,2048,1590193,2.637607
Posix,XIP,4096,4194304,1024,1098372,3.818655
Posix,XIP,8192,4194304,512,988497,4.243113
Posix,XIP,16384,4194304,256,955576,4.389294
Posix,XIP,32768,4194304,128,1188408,3.529347
Posix,XIP,65536,4194304,64,1167237,3.593361
Posix,XIP,131072,4194304,32,1186550,3.534873
Posix,XIP,262144,4194304,16,1184675,3.540468
Posix,XIP,524288,4194304,8,1190577,3.522917
Posix,XIP,1048576,4194304,4,1201312,3.491436
Posix,XIP,512,4194304,8192,4291090,0.977445
Posix,XIP,1024,4194304,4096,2517090,1.666331
Posix,XIP,2048,4194304,2048,1583251,2.649172
Posix,XIP,4096,4194304,1024,1105986,3.792366
Posix,XIP,8192,4194304,512,978049,4.288440
Posix,XIP,16384,4194304,256,960880,4.365065
Posix,XIP,32768,4194304,128,1150892,3.644394
Posix,XIP,65536,4194304,64,1145341,3.662057
Posix,XIP,131072,4194304,32,1142700,3.670521
Posix,XIP,262144,4194304,16,1161299,3.611735
Posix,XIP,524288,4194304,8,1192550,3.517089
Posix,XIP,1048576,4194304,4,1167066,3.593888
Posix,XIP,512,4194304,8192,4349148,0.964397
Posix,XIP,1024,4194304,4096,2570896,1.631456
Posix,XIP,2048,4194304,2048,1672388,2.507973
Posix,XIP,4096,4194304,1024,1178103,3.560218
Posix,XIP,8192,4194304,512,973892,4.306744
Posix,XIP,16384,4194304,256,1049954,3.994750
Posix,XIP,32768,4194304,128,1243601,3.372709
Posix,XIP,65536,4194304,64,1205176,3.480242
Posix,XIP,131072,4194304,32,1245352,3.367967
Posix,XIP,262144,4194304,16,1211727,3.461427
Posix,XIP,524288,4194304,8,1255261,3.341380
Posix,XIP,1048576,4194304,4,1206950,3.475127
Posix,XIP,512,4194304,8192,4429432,0.946917
Posix,XIP,1024,4194304,4096,2645525,1.585434
Posix,XIP,2048,4194304,2048,1635580,2.564414
Posix,XIP,4096,4194304,1024,1166609,3.595295
Posix,XIP,8192,4194304,512,1020802,4.108832
Posix,XIP,16384,4194304,256,1016452,4.126416
Posix,XIP,32768,4194304,128,1255229,3.341465
Posix,XIP,65536,4194304,64,1169557,3.586233
Posix,XIP,131072,4194304,32,1165069,3.600048
Posix,XIP,262144,4194304,16,1219330,3.439843
Posix,XIP,524288,4194304,8,1168260,3.590215
Posix,XIP,1048576,4194304,4,1173260,3.574914
Posix,XIP,512,4194304,8192,4346707,0.964938
Posix,XIP,1024,4194304,4096,2527064,1.659754
Posix,XIP,2048,4194304,2048,1574998,2.663054
Posix,XIP,4096,4194304,1024,1109311,3.780999
Posix,XIP,8192,4194304,512,1013399,4.138848
Posix,XIP,16384,4194304,256,1008896,4.157320
Posix,XIP,32768,4194304,128,1203125,3.486175
Posix,XIP,65536,4194304,64,1187706,3.531433
Posix,XIP,131072,4194304,32,1177737,3.561325
Posix,XIP,262144,4194304,16,1186720,3.534367
Posix,XIP,524288,4194304,8,1211445,3.462232
Posix,XIP,1048576,4194304,4,1217346,3.445449
Quill,XIP,512,4194304,8192,10555238,0.397367
Quill,XIP,1024,4194304,4096,4731231,0.886514
Quill,XIP,2048,4194304,2048,2522039,1.663061
Quill,XIP,4096,4194304,1024,1386003,3.026187
Quill,XIP,8192,4194304,512,798783,5.250868
Quill,XIP,16384,4194304,256,560793,7.479237
Quill,XIP,32768,4194304,128,513445,8.168945
Quill,XIP,65536,4194304,64,407498,10.292821
Quill,XIP,131072,4194304,32,367245,11.420997
Quill,XIP,262144,4194304,16,430145,9.750907
Quill,XIP,524288,4194304,8,390095,10.752007
Quill,XIP,1048576,4194304,4,453394,9.250903
Quill,XIP,512,4194304,8192,10552446,0.397472
Quill,XIP,1024,4194304,4096,4726305,0.887438
Quill,XIP,2048,4194304,2048,2512533,1.669353
Quill,XIP,4096,4194304,1024,1369237,3.063242
Quill,XIP,8192,4194304,512,775857,5.406027
Quill,XIP,16384,4194304,256,557436,7.524279
Quill,XIP,32768,4194304,128,472085,8.884637
Quill,XIP,65536,4194304,64,419041,10.009293
Quill,XIP,131072,4194304,32,360974,11.619407
Quill,XIP,262144,4194304,16,430101,9.751905
Quill,XIP,524288,4194304,8,388136,10.806274
Quill,XIP,1048576,4194304,4,462561,9.067569
Quill,XIP,512,4194304,8192,10492718,0.399735
Quill,XIP,1024,4194304,4096,4728551,0.887017
Quill,XIP,2048,4194304,2048,2509908,1.671099
Quill,XIP,4096,4194304,1024,1358393,3.087696
Quill,XIP,8192,4194304,512,784118,5.349072
Quill,XIP,16384,4194304,256,526841,7.961233
Quill,XIP,32768,4194304,128,488876,8.579484
Quill,XIP,65536,4194304,64,386228,10.859658
Quill,XIP,131072,4194304,32,369169,11.361474
Quill,XIP,262144,4194304,16,405057,10.354849
Quill,XIP,524288,4194304,8,399395,10.501644
Quill,XIP,1048576,4194304,4,453470,9.249353
Quill,XIP,512,4194304,8192,10509958,0.399079
Quill,XIP,1024,4194304,4096,4724780,0.887725
Quill,XIP,2048,4194304,2048,2510194,1.670908
Quill,XIP,4096,4194304,1024,1358689,3.087023
Quill,XIP,8192,4194304,512,791385,5.299954
Quill,XIP,16384,4194304,256,538084,7.794887
Quill,XIP,32768,4194304,128,479747,8.742741
Quill,XIP,65536,4194304,64,396981,10.565503
Quill,XIP,131072,4194304,32,363779,11.529813
Quill,XIP,262144,4194304,16,396813,10.569976
Quill,XIP,524288,4194304,8,397751,10.545050
Quill,XIP,1048576,4194304,4,466986,8.981648
Quill,XIP,512,4194304,8192,10499712,0.399468
Quill,XIP,1024,4194304,4096,4730178,0.886712
Quill,XIP,2048,4194304,2048,2502195,1.676250
Quill,XIP,4096,4194304,1024,1359555,3.085057
Quill,XIP,8192,4194304,512,780627,5.372994
Quill,XIP,16384,4194304,256,531425,7.892561
Quill,XIP,32768,4194304,128,475018,8.829779
Quill,XIP,65536,4194304,64,391858,10.703632
Quill,XIP,131072,4194304,32,355754,11.789900
Quill,XIP,262144,4194304,16,416095,10.080160
Quill,XIP,524288,4194304,8,387698,10.818482
Quill,XIP,1048576,4194304,4,463423,9.050703
Quill,XIP,512,4194304,8192,10501034,0.399418
Quill,XIP,1024,4194304,4096,4729703,0.886801
Quill,XIP,2048,4194304,2048,2502666,1.675934
Quill,XIP,4096,4194304,1024,1359994,3.084061
Quill,XIP,8192,4194304,512,771502,5.436543
Quill,XIP,16384,4194304,256,541350,7.747860
Quill,XIP,32768,4194304,128,477158,8.790179
Quill,XIP,65536,4194304,64,392744,10.679486
Quill,XIP,131072,4194304,32,363389,11.542188
Quill,XIP,262144,4194304,16,415384,10.097413
Quill,XIP,524288,4194304,8,388287,10.802072
Quill,XIP,1048576,4194304,4,462775,9.063376
Quill,XIP,512,4194304,8192,10484187,0.400060
Quill,XIP,1024,4194304,4096,4731625,0.886440
Quill,XIP,2048,4194304,2048,2503788,1.675183
Quill,XIP,4096,4194304,1024,1356835,3.091241
Quill,XIP,8192,4194304,512,788856,5.316945
Quill,XIP,16384,4194304,256,540513,7.759858
Quill,XIP,32768,4194304,128,463803,9.043288
Quill,XIP,65536,4194304,64,402446,10.422029
Quill,XIP,131072,4194304,32,355306,11.804765
Quill,XIP,262144,4194304,16,409121,10.251989
Quill,XIP,524288,4194304,8,393883,10.648604
Quill,XIP,1048576,4194304,4,475006,8.830002
Quill,XIP,512,4194304,8192,10477103,0.400331
Quill,XIP,1024,4194304,4096,4731058,0.886547
Quill,XIP,2048,4194304,2048,2503054,1.675675
Quill,XIP,4096,4194304,1024,1359978,3.084097
Quill,XIP,8192,4194304,512,772539,5.429246
Quill,XIP,16384,4194304,256,543808,7.712840
Quill,XIP,32768,4194304,128,463520,9.048809
Quill,XIP,65536,4194304,64,401898,10.436240
Quill,XIP,131072,4194304,32,355274,11.805829
Quill,XIP,262144,4194304,16,409041,10.253994
Quill,XIP,524288,4194304,8,388601,10.793343
Quill,XIP,1048576,4194304,4,474236,8.844339
Quill,XIP,512,4194304,8192,10521094,0.398657
Quill,XIP,1024,4194304,4096,4725957,0.887504
Quill,XIP,2048,4194304,2048,2509895,1.671107
Quill,XIP,4096,4194304,1024,1357866,3.088894
Quill,XIP,8192,4194304,512,790210,5.307835
Quill,XIP,16384,4194304,256,539482,7.774688
Quill,XIP,32768,4194304,128,480467,8.729640
Quill,XIP,65536,4194304,64,387283,10.830075
Quill,XIP,131072,4194304,32,384618,10.905116
Quill,XIP,262144,4194304,16,399133,10.508537
Quill,XIP,524288,4194304,8,406974,10.306074
Quill,XIP,1048576,4194304,4,467804,8.965943
Quill,XIP,512,4194304,8192,10487251,0.399943
Quill,XIP,1024,4194304,4096,4727906,0.887138
Quill,XIP,2048,4194304,2048,2508440,1.672077
Quill,XIP,4096,4194304,1024,1362014,3.079487
Quill,XIP,8192,4194304,512,774600,5.414800
Quill,XIP,16384,4194304,256,549270,7.636143
Quill,XIP,32768,4194304,128,470331,8.917771
Quill,XIP,65536,4194304,64,404125,10.378729
Quill,XIP,131072,4194304,32,358251,11.707724
Quill,XIP,262144,4194304,16,408786,10.260391
Quill,XIP,524288,4194304,8,387651,10.819794
Quill,XIP,1048576,4194304,4,475478,8.821237
Posix,No_XIP,512,134217728,262144,381286076,0.352013
Posix,No_XIP,1024,134217728,131072,211118736,0.635745
Posix,No_XIP,2048,134217728,65536,115354995,1.163519
Posix,No_XIP,4096,134217728,32768,66200001,2.027458
Posix,No_XIP,8192,134217728,16384,47102269,2.849496
Posix,No_XIP,16384,134217728,8192,39251439,3.419435
Posix,No_XIP,32768,134217728,4096,34105732,3.935342
Posix,No_XIP,65536,134217728,2048,30552854,4.392969
Posix,No_XIP,131072,134217728,1024,30264790,4.434781
Posix,No_XIP,262144,134217728,512,29497319,4.550167
Posix,No_XIP,524288,134217728,256,28795336,4.661093
Posix,No_XIP,1048576,134217728,128,28594217,4.693877
Posix,No_XIP,512,134217728,262144,376984890,0.356029
Posix,No_XIP,1024,134217728,131072,215281764,0.623451
Posix,No_XIP,2048,134217728,65536,115720223,1.159847
Posix,No_XIP,4096,134217728,32768,66261371,2.025580
Posix,No_XIP,8192,134217728,16384,46833086,2.865874
Posix,No_XIP,16384,134217728,8192,38886682,3.451509
Posix,No_XIP,32768,134217728,4096,33924945,3.956314
Posix,No_XIP,65536,134217728,2048,30651800,4.378788
Posix,No_XIP,131072,134217728,1024,29821116,4.500761
Posix,No_XIP,262144,134217728,512,29580818,4.537323
Posix,No_XIP,524288,134217728,256,28780079,4.663564
Posix,No_XIP,1048576,134217728,128,28500958,4.709236
Posix,No_XIP,512,134217728,262144,376236699,0.356737
Posix,No_XIP,1024,134217728,131072,213310786,0.629212
Posix,No_XIP,2048,134217728,65536,114983599,1.167277
Posix,No_XIP,4096,134217728,32768,66781367,2.009808
Posix,No_XIP,8192,134217728,16384,47253448,2.840380
Posix,No_XIP,16384,134217728,8192,39106961,3.432067
Posix,No_XIP,32768,134217728,4096,34040023,3.942939
Posix,No_XIP,65536,134217728,2048,30815960,4.355462
Posix,No_XIP,131072,134217728,1024,30112996,4.457136
Posix,No_XIP,262144,134217728,512,29685521,4.521320
Posix,No_XIP,524288,134217728,256,28846874,4.652765
Posix,No_XIP,1048576,134217728,128,28499837,4.709421
