Type,XIP,request_size,file_size,count,time (ns),Bandwidth (GB/s)
Quill,XIP,512,4294967296,8388608,10811267909,0.397268
Quill,XIP,1024,4294967296,4194304,4974741054,0.863355
Quill,XIP,2048,4294967296,2097152,3100484117,1.385257
Quill,XIP,4096,4294967296,1048576,1840365693,2.333758
Quill,XIP,8192,4294967296,524288,1191484073,3.604721
Quill,XIP,16384,4294967296,262144,936522412,4.586081
Quill,XIP,32768,4294967296,131072,821441437,5.228574
Quill,XIP,65536,4294967296,65536,739822008,5.805406
Quill,XIP,131072,4294967296,32768,721521726,5.952651
Quill,XIP,262144,4294967296,16384,730803794,5.877046
Quill,XIP,524288,4294967296,8192,711221771,6.038858
Quill,XIP,1048576,4294967296,4096,757187816,5.672261
Quill-mmap,XIP,512,4294967296,8388608,1943527870,2.209882
Quill-mmap,XIP,1024,4294967296,4194304,670340818,6.407140
Quill-mmap,XIP,2048,4294967296,2097152,828307487,5.185233
Quill-mmap,XIP,4096,4294967296,1048576,700170257,6.134176
Quill-mmap,XIP,8192,4294967296,524288,618510974,6.944044
Quill-mmap,XIP,16384,4294967296,262144,594448273,7.225132
Quill-mmap,XIP,32768,4294967296,131072,681496676,6.302257
Quill-mmap,XIP,65536,4294967296,65536,669562688,6.414586
Quill-mmap,XIP,131072,4294967296,32768,676693668,6.346989
Quill-mmap,XIP,262144,4294967296,16384,710465362,6.045287
Quill-mmap,XIP,524288,4294967296,8192,702504799,6.113791
Quill-mmap,XIP,1048576,4294967296,4096,750849602,5.720143
