Type,XIP,request_size,file_size,count,time (ns),Bandwidth (GB/s)
Posix,XIP,2048,4294967296,2097152,1784494467,2.406826
Posix,XIP,4096,4294967296,1048576,1205942511,3.561503
Posix,XIP,8192,4294967296,524288,1060189573,4.051131
Posix,XIP,16384,4294967296,262144,1044958718,4.110179
Posix,XIP,32768,4294967296,131072,1229897807,3.492133
Posix,XIP,65536,4294967296,65536,1236317359,3.474001
Posix,XIP,131072,4294967296,32768,1219739291,3.521217
Posix,XIP,262144,4294967296,16384,1233705064,3.481357
Posix,XIP,524288,4294967296,8192,1237635456,3.470301
Posix,XIP,1048576,4294967296,4096,1233604076,3.481642
Posix-mmap,XIP,512,4294967296,8388608,1966201743,2.184398
Posix-mmap,XIP,1024,4294967296,4194304,670336651,6.407180
Posix-mmap,XIP,2048,4294967296,2097152,829013285,5.180818
Posix-mmap,XIP,4096,4294967296,1048576,700889787,6.127878
Posix-mmap,XIP,8192,4294967296,524288,618636465,6.942635
Posix-mmap,XIP,16384,4294967296,262144,591482134,7.261364
Posix-mmap,XIP,32768,4294967296,131072,680288558,6.313449
Posix-mmap,XIP,65536,4294967296,65536,669359951,6.416529
Posix-mmap,XIP,131072,4294967296,32768,679760274,6.318356
Posix-mmap,XIP,262144,4294967296,16384,712933329,6.024360
Posix-mmap,XIP,524288,4294967296,8192,700026811,6.135433
Posix-mmap,XIP,1048576,4294967296,4096,754777573,5.690375
Posix,XIP,512,4294967296,8388608,5170725511,0.830631
Posix,XIP,1024,4294967296,4194304,2960848750,1.450587
Posix,XIP,2048,4294967296,2097152,1794528754,2.393368
Posix,XIP,4096,4294967296,1048576,1211605557,3.544856
Posix,XIP,8192,4294967296,524288,1065178324,4.032158
Posix,XIP,16384,4294967296,262144,1034259676,4.152697
Posix,XIP,32768,4294967296,131072,1231849261,3.486601
Posix,XIP,65536,4294967296,65536,1237304427,3.471229
Posix,XIP,131072,4294967296,32768,1220019273,3.520409
Posix,XIP,262144,4294967296,16384,1228682260,3.495588
Posix,XIP,524288,4294967296,8192,1236878950,3.472423
Posix,XIP,1048576,4294967296,4096,1233118897,3.483011
Posix-mmap,XIP,512,4294967296,8388608,1981896049,2.167100
Posix-mmap,XIP,1024,4294967296,4194304,670310708,6.407428
Posix-mmap,XIP,2048,4294967296,2097152,829147442,5.179980
Posix-mmap,XIP,4096,4294967296,1048576,701121990,6.125849
Posix-mmap,XIP,8192,4294967296,524288,618518756,6.943956
Posix-mmap,XIP,16384,4294967296,262144,595689093,7.210082
Posix-mmap,XIP,32768,4294967296,131072,681990690,6.297692
Posix-mmap,XIP,65536,4294967296,65536,670757615,6.403158
Posix-mmap,XIP,131072,4294967296,32768,685703380,6.263594
Posix-mmap,XIP,262144,4294967296,16384,714346793,6.012440
Posix-mmap,XIP,524288,4294967296,8192,704585029,6.095740
Posix-mmap,XIP,1048576,4294967296,4096,754678745,5.691120
Posix,XIP,512,4294967296,8388608,5036539120,0.852762
Posix,XIP,1024,4294967296,4194304,2892770061,1.484725
Posix,XIP,2048,4294967296,2097152,1762421520,2.436969
Posix,XIP,4096,4294967296,1048576,1193911457,3.597392
Posix,XIP,8192,4294967296,524288,1055755966,4.068144
Posix,XIP,16384,4294967296,262144,1034749202,4.150733
Posix,XIP,32768,4294967296,131072,1232801572,3.483908
Posix,XIP,65536,4294967296,65536,1236513314,3.473450
Posix,XIP,131072,4294967296,32768,1219500571,3.521907
Posix,XIP,262144,4294967296,16384,1235463167,3.476403
Posix,XIP,524288,4294967296,8192,1236944033,3.472241
Posix,XIP,1048576,4294967296,4096,1233243701,3.482659
Posix-mmap,XIP,512,4294967296,8388608,1972884745,2.176999
Posix-mmap,XIP,1024,4294967296,4194304,670378591,6.406779
Posix-mmap,XIP,2048,4294967296,2097152,829297355,5.179044
Posix-mmap,XIP,4096,4294967296,1048576,701125874,6.125815
Posix-mmap,XIP,8192,4294967296,524288,618962435,6.938979
Posix-mmap,XIP,16384,4294967296,262144,591852704,7.256818
Posix-mmap,XIP,32768,4294967296,131072,683183699,6.286695
Posix-mmap,XIP,65536,4294967296,65536,671878486,6.392476
Posix-mmap,XIP,131072,4294967296,32768,685446421,6.265942
Posix-mmap,XIP,262144,4294967296,16384,715641544,6.001562
Posix-mmap,XIP,524288,4294967296,8192,703199533,6.107750
Posix-mmap,XIP,1048576,4294967296,4096,755132250,5.687702
Posix,XIP,512,4294967296,8388608,5228047206,0.821524
Posix,XIP,1024,4294967296,4194304,2989348848,1.436757
Posix,XIP,2048,4294967296,2097152,1810899521,2.371731
Posix,XIP,4096,4294967296,1048576,1219396324,3.522208
Posix,XIP,8192,4294967296,524288,1070457931,4.012271
Posix,XIP,16384,4294967296,262144,1043097302,4.117514
Posix,XIP,32768,4294967296,131072,1245726679,3.447761
Posix,XIP,65536,4294967296,65536,1237618032,3.470350
Posix,XIP,131072,4294967296,32768,1220501863,3.519017
Posix,XIP,262144,4294967296,16384,1233723459,3.481305
Posix,XIP,524288,4294967296,8192,1237890621,3.469585
Posix,XIP,1048576,4294967296,4096,1233815277,3.481046
Posix-mmap,XIP,512,4294967296,8388608,1947792152,2.205044
Posix-mmap,XIP,1024,4294967296,4194304,670287285,6.407651
Posix-mmap,XIP,2048,4294967296,2097152,828824283,5.182000
Posix-mmap,XIP,4096,4294967296,1048576,700690936,6.129617
Posix-mmap,XIP,8192,4294967296,524288,618587188,6.943188
Posix-mmap,XIP,16384,4294967296,262144,594665028,7.222499
Posix-mmap,XIP,32768,4294967296,131072,681025520,6.306617
Posix-mmap,XIP,65536,4294967296,65536,669549639,6.414711
Posix-mmap,XIP,131072,4294967296,32768,685523010,6.265242
Posix-mmap,XIP,262144,4294967296,16384,715168586,6.005531
Posix-mmap,XIP,524288,4294967296,8192,702566018,6.113258
Posix-mmap,XIP,1048576,4294967296,4096,753232763,5.702045
Posix,XIP,512,4294967296,8388608,5082675832,0.845021
Posix,XIP,1024,4294967296,4194304,2917421055,1.472179
Posix,XIP,2048,4294967296,2097152,1774720341,2.420081
Posix,XIP,4096,4294967296,1048576,1199427867,3.580847
Posix,XIP,8192,4294967296,524288,1056142903,4.066654
Posix,XIP,16384,4294967296,262144,1028959212,4.174089
Posix,XIP,32768,4294967296,131072,1234406937,3.479377
Posix,XIP,65536,4294967296,65536,1236196232,3.474341
Posix,XIP,131072,4294967296,32768,1219353133,3.522333
Posix,XIP,262144,4294967296,16384,1232197337,3.485616
Posix,XIP,524288,4294967296,8192,1236535224,3.473389
Posix,XIP,1048576,4294967296,4096,1233132062,3.482974
Posix-mmap,XIP,512,4294967296,8388608,1956270528,2.195487
Posix-mmap,XIP,1024,4294967296,4194304,670351072,6.407042
Posix-mmap,XIP,2048,4294967296,2097152,829147136,5.179982
Posix-mmap,XIP,4096,4294967296,1048576,700773166,6.128898
Posix-mmap,XIP,8192,4294967296,524288,620998964,6.916223
Posix-mmap,XIP,16384,4294967296,262144,596967025,7.194647
Posix-mmap,XIP,32768,4294967296,131072,681335130,6.303751
Posix-mmap,XIP,65536,4294967296,65536,670015300,6.410253
Posix-mmap,XIP,131072,4294967296,32768,699884249,6.136682
Posix-mmap,XIP,262144,4294967296,16384,716039516,5.998227
Posix-mmap,XIP,524288,4294967296,8192,708862882,6.058954
Posix-mmap,XIP,1048576,4294967296,4096,756338056,5.678634
Posix,XIP,512,4294967296,8388608,5041418725,0.851936
Posix,XIP,1024,4294967296,4194304,2897032377,1.482540
Posix,XIP,2048,4294967296,2097152,1762876779,2.436340
Posix,XIP,4096,4294967296,1048576,1194080270,3.596883
Posix,XIP,8192,4294967296,524288,1054864370,4.071582
Posix,XIP,16384,4294967296,262144,1027493580,4.180043
Posix,XIP,32768,4294967296,131072,1243939780,3.452713
Posix,XIP,65536,4294967296,65536,1236025236,3.474822
Posix,XIP,131072,4294967296,32768,1219301617,3.522481
Posix,XIP,262144,4294967296,16384,1238742937,3.467198
Posix,XIP,524288,4294967296,8192,1236977586,3.472146
Posix,XIP,1048576,4294967296,4096,1233327131,3.482423
Posix-mmap,XIP,512,4294967296,8388608,1944962769,2.208252
Posix-mmap,XIP,1024,4294967296,4194304,670301313,6.407517
Posix-mmap,XIP,2048,4294967296,2097152,828854540,5.181811
Posix-mmap,XIP,4096,4294967296,1048576,700442350,6.131793
Posix-mmap,XIP,8192,4294967296,524288,618903126,6.939644
Posix-mmap,XIP,16384,4294967296,262144,588831111,7.294056
Posix-mmap,XIP,32768,4294967296,131072,682620047,6.291886
Posix-mmap,XIP,65536,4294967296,65536,671553662,6.395568
Posix-mmap,XIP,131072,4294967296,32768,684478953,6.274798
Posix-mmap,XIP,262144,4294967296,16384,717722697,5.984160
Posix-mmap,XIP,524288,4294967296,8192,703900456,6.101669
Posix-mmap,XIP,1048576,4294967296,4096,755025300,5.688508
Posix,XIP,512,4294967296,8388608,5118979810,0.839028
Posix,XIP,1024,4294967296,4194304,2933217503,1.464251
Posix,XIP,2048,4294967296,2097152,1783605869,2.408025
Posix,XIP,4096,4294967296,1048576,1204760118,3.564998
Posix,XIP,8192,4294967296,524288,1062496632,4.042335
Posix,XIP,16384,4294967296,262144,1047022678,4.102077
Posix,XIP,32768,4294967296,131072,1233666494,3.481465
Posix,XIP,65536,4294967296,65536,1237169261,3.471608
Posix,XIP,131072,4294967296,32768,1219659668,3.521447
Posix,XIP,262144,4294967296,16384,1236934924,3.472266
Posix,XIP,524288,4294967296,8192,1237173476,3.471597
Posix,XIP,1048576,4294967296,4096,1233319745,3.482444
Posix-mmap,XIP,512,4294967296,8388608,1951570764,2.200775
Posix-mmap,XIP,1024,4294967296,4194304,670337080,6.407175
Posix-mmap,XIP,2048,4294967296,2097152,828910845,5.181459
Posix-mmap,XIP,4096,4294967296,1048576,700526554,6.131056
Posix-mmap,XIP,8192,4294967296,524288,620794291,6.918503
Posix-mmap,XIP,16384,4294967296,262144,592675655,7.246742
Posix-mmap,XIP,32768,4294967296,131072,682532787,6.292690
Posix-mmap,XIP,65536,4294967296,65536,670231553,6.408184
Posix-mmap,XIP,131072,4294967296,32768,689852895,6.225918
Posix-mmap,XIP,262144,4294967296,16384,712525938,6.027805
Posix-mmap,XIP,524288,4294967296,8192,701881317,6.119222
Posix-mmap,XIP,1048576,4294967296,4096,752391969,5.708417
Posix,XIP,512,4294967296,8388608,5224389049,0.822099
Posix,XIP,1024,4294967296,4194304,2985869928,1.438431
Posix,XIP,2048,4294967296,2097152,1811609336,2.370802
Posix,XIP,4096,4294967296,1048576,1218515173,3.524755
Posix,XIP,8192,4294967296,524288,1063687071,4.037811
Posix,XIP,16384,4294967296,262144,1039558186,4.131531
Posix,XIP,32768,4294967296,131072,1244250380,3.451851
Posix,XIP,65536,4294967296,65536,1239178615,3.465979
Posix,XIP,131072,4294967296,32768,1220951656,3.517721
Posix,XIP,262144,4294967296,16384,1230264295,3.491093
Posix,XIP,524288,4294967296,8192,1236847388,3.472512
Posix,XIP,1048576,4294967296,4096,1232970524,3.483431
Posix-mmap,XIP,512,4294967296,8388608,1976103357,2.173453
Posix-mmap,XIP,1024,4294967296,4194304,670262081,6.407892
Posix-mmap,XIP,2048,4294967296,2097152,828907732,5.181478
Posix-mmap,XIP,4096,4294967296,1048576,700553302,6.130822
Posix-mmap,XIP,8192,4294967296,524288,618740194,6.941471
Posix-mmap,XIP,16384,4294967296,262144,595120150,7.216975
Posix-mmap,XIP,32768,4294967296,131072,681523343,6.302011
Posix-mmap,XIP,65536,4294967296,65536,670075932,6.409673
Posix-mmap,XIP,131072,4294967296,32768,694370191,6.185414
Posix-mmap,XIP,262144,4294967296,16384,713862614,6.016518
Posix-mmap,XIP,524288,4294967296,8192,704094562,6.099986
Posix-mmap,XIP,1048576,4294967296,4096,754514969,5.692355
Posix,XIP,512,4294967296,8388608,5148437110,0.834227
Posix,XIP,1024,4294967296,4194304,2953680725,1.454107
Posix,XIP,2048,4294967296,2097152,1791600571,2.397279
Posix,XIP,4096,4294967296,1048576,1208664726,3.553481
Posix,XIP,8192,4294967296,524288,1059584271,4.053446
Posix,XIP,16384,4294967296,262144,1027301464,4.180825
Posix,XIP,32768,4294967296,131072,1228187563,3.496996
Posix,XIP,65536,4294967296,65536,1237396122,3.470972
Posix,XIP,131072,4294967296,32768,1220249659,3.519745
Posix,XIP,262144,4294967296,16384,1235702420,3.475729
Posix,XIP,524288,4294967296,8192,1237279623,3.471299
Posix,XIP,1048576,4294967296,4096,1233318032,3.482449
Posix-mmap,XIP,512,4294967296,8388608,1962017984,2.189056
Posix-mmap,XIP,1024,4294967296,4194304,670332338,6.407221
Posix-mmap,XIP,2048,4294967296,2097152,828917991,5.181414
Posix-mmap,XIP,4096,4294967296,1048576,700850675,6.128220
Posix-mmap,XIP,8192,4294967296,524288,618566525,6.943420
Posix-mmap,XIP,16384,4294967296,262144,592925663,7.243686
Posix-mmap,XIP,32768,4294967296,131072,681034759,6.306532
Posix-mmap,XIP,65536,4294967296,65536,669871199,6.411632
Posix-mmap,XIP,131072,4294967296,32768,684812914,6.271738
Posix-mmap,XIP,262144,4294967296,16384,713701711,6.017874
Posix-mmap,XIP,524288,4294967296,8192,702359489,6.115056
Posix-mmap,XIP,1048576,4294967296,4096,754260001,5.694280
Posix,XIP,512,4294967296,8388608,5115343449,0.839624
Posix,XIP,1024,4294967296,4194304,2930739807,1.465489
Posix,XIP,2048,4294967296,2097152,1779508869,2.413569
Posix,XIP,4096,4294967296,1048576,1200709071,3.577026
Posix,XIP,8192,4294967296,524288,1061234834,4.047141
Posix,XIP,16384,4294967296,262144,1040456069,4.127966
Posix,XIP,32768,4294967296,131072,1245022191,3.449711
Posix,XIP,65536,4294967296,65536,1241141322,3.460498
Posix,XIP,131072,4294967296,32768,1224891836,3.506405
Posix,XIP,262144,4294967296,16384,1235001339,3.477703
Posix,XIP,524288,4294967296,8192,1240584616,3.462051
Posix,XIP,1048576,4294967296,4096,1236720648,3.472868
Posix-mmap,XIP,512,4294967296,8388608,1961218023,2.189949
Posix-mmap,XIP,1024,4294967296,4194304,669364165,6.416488
Posix-mmap,XIP,2048,4294967296,2097152,826625615,5.195783
Posix-mmap,XIP,4096,4294967296,1048576,698642924,6.147586
Posix-mmap,XIP,8192,4294967296,524288,620279225,6.924248
Posix-mmap,XIP,16384,4294967296,262144,590282915,7.276117
Posix-mmap,XIP,32768,4294967296,131072,680476539,6.311705
Posix-mmap,XIP,65536,4294967296,65536,670270068,6.407816
Posix-mmap,XIP,131072,4294967296,32768,692595553,6.201263
Posix-mmap,XIP,262144,4294967296,16384,714281643,6.012988
Posix-mmap,XIP,524288,4294967296,8192,703140402,6.108264
Posix-mmap,XIP,1048576,4294967296,4096,753170525,5.702516
Quill,XIP,512,4294967296,8388608,10824450861,0.396784
Quill,XIP,1024,4294967296,4194304,4974834910,0.863339
Quill,XIP,2048,4294967296,2097152,3101224315,1.384926
Quill,XIP,4096,4294967296,1048576,1841247880,2.332639
Quill,XIP,8192,4294967296,524288,1191617758,3.604316
Quill,XIP,16384,4294967296,262144,931103700,4.612770
Quill,XIP,32768,4294967296,131072,821737675,5.226689
Quill,XIP,65536,4294967296,65536,739931535,5.804547
Quill,XIP,131072,4294967296,32768,719822307,5.966705
Quill,XIP,262144,4294967296,16384,732571556,5.862864
Quill,XIP,524288,4294967296,8192,711194960,6.039086
Quill,XIP,1048576,4294967296,4096,759483284,5.655118
Quill-mmap,XIP,512,4294967296,8388608,1965928121,2.184702
Quill-mmap,XIP,1024,4294967296,4194304,670279159,6.407729
Quill-mmap,XIP,2048,4294967296,2097152,828260150,5.185529
Quill-mmap,XIP,4096,4294967296,1048576,700015668,6.135530
Quill-mmap,XIP,8192,4294967296,524288,620859537,6.917776
Quill-mmap,XIP,16384,4294967296,262144,594191241,7.228258
Quill-mmap,XIP,32768,4294967296,131072,681486734,6.302349
Quill-mmap,XIP,65536,4294967296,65536,669150621,6.418536
Quill-mmap,XIP,131072,4294967296,32768,695625313,6.174254
Quill-mmap,XIP,262144,4294967296,16384,710690121,6.043376
Quill-mmap,XIP,524288,4294967296,8192,704081446,6.100100
Quill-mmap,XIP,1048576,4294967296,4096,754515907,5.692348
Quill,XIP,512,4294967296,8388608,10813500838,0.397186
Quill,XIP,1024,4294967296,4194304,4972058575,0.863821
Quill,XIP,2048,4294967296,2097152,3100134992,1.385413
Quill,XIP,4096,4294967296,1048576,1840297666,2.333844
Quill,XIP,8192,4294967296,524288,1191280392,3.605337
Quill,XIP,16384,4294967296,262144,935822861,4.589509
Quill,XIP,32768,4294967296,131072,819865806,5.238622
Quill,XIP,65536,4294967296,65536,738586634,5.815116
Quill,XIP,131072,4294967296,32768,722622939,5.943580
Quill,XIP,262144,4294967296,16384,729144307,5.890421
Quill,XIP,524288,4294967296,8192,708379299,6.063090
Quill,XIP,1048576,4294967296,4096,759394263,5.655781
Quill-mmap,XIP,512,4294967296,8388608,1959684156,2.191663
Quill-mmap,XIP,1024,4294967296,4194304,670176194,6.408714
Quill-mmap,XIP,2048,4294967296,2097152,828577914,5.183541
Quill-mmap,XIP,4096,4294967296,1048576,700598406,6.130427
Quill-mmap,XIP,8192,4294967296,524288,620991523,6.916306
Quill-mmap,XIP,16384,4294967296,262144,593589412,7.235586
Quill-mmap,XIP,32768,4294967296,131072,681462428,6.302574
Quill-mmap,XIP,65536,4294967296,65536,671952041,6.391777
Quill-mmap,XIP,131072,4294967296,32768,683858234,6.280494
Quill-mmap,XIP,262144,4294967296,16384,713941940,6.015850
Quill-mmap,XIP,524288,4294967296,8192,702545374,6.113438
Quill-mmap,XIP,1048576,4294967296,4096,755036001,5.688427
Quill,XIP,512,4294967296,8388608,10809068238,0.397349
Quill,XIP,1024,4294967296,4194304,4975493077,0.863224
Quill,XIP,2048,4294967296,2097152,3100670102,1.385174
Quill,XIP,4096,4294967296,1048576,1840444418,2.333658
Quill,XIP,8192,4294967296,524288,1191579903,3.604431
Quill,XIP,16384,4294967296,262144,930965192,4.613456
Quill,XIP,32768,4294967296,131072,820105784,5.237089
Quill,XIP,65536,4294967296,65536,739346730,5.809138
Quill,XIP,131072,4294967296,32768,718816282,5.975056
Quill,XIP,262144,4294967296,16384,731021319,5.875297
Quill,XIP,524288,4294967296,8192,711996074,6.032291
Quill,XIP,1048576,4294967296,4096,756897958,5.674434
Quill-mmap,XIP,512,4294967296,8388608,1935534056,2.219009
Quill-mmap,XIP,1024,4294967296,4194304,670031490,6.410098
Quill-mmap,XIP,2048,4294967296,2097152,828361931,5.184892
Quill-mmap,XIP,4096,4294967296,1048576,699898737,6.136555
Quill-mmap,XIP,8192,4294967296,524288,620762080,6.918862
Quill-mmap,XIP,16384,4294967296,262144,591870531,7.256599
Quill-mmap,XIP,32768,4294967296,131072,681177789,6.305207
Quill-mmap,XIP,65536,4294967296,65536,669146369,6.418577
Quill-mmap,XIP,131072,4294967296,32768,687464008,6.247552
Quill-mmap,XIP,262144,4294967296,16384,711790992,6.034029
Quill-mmap,XIP,524288,4294967296,8192,702303495,6.115543
Quill-mmap,XIP,1048576,4294967296,4096,753434098,5.700522
Quill,XIP,512,4294967296,8388608,10868832921,0.395164
Quill,XIP,1024,4294967296,4194304,4972543977,0.863736
Quill,XIP,2048,4294967296,2097152,3101850786,1.384647
Quill,XIP,4096,4294967296,1048576,1841361288,2.332496
Quill,XIP,8192,4294967296,524288,1191477258,3.604741
Quill,XIP,16384,4294967296,262144,930808825,4.614231
Quill,XIP,32768,4294967296,131072,821067293,5.230957
Quill,XIP,65536,4294967296,65536,739246173,5.809928
Quill,XIP,131072,4294967296,32768,719585194,5.968671
Quill,XIP,262144,4294967296,16384,732420119,5.864076
Quill,XIP,524288,4294967296,8192,711465945,6.036785
Quill,XIP,1048576,4294967296,4096,759914766,5.651907
Quill-mmap,XIP,512,4294967296,8388608,1930280577,2.225048
Quill-mmap,XIP,1024,4294967296,4194304,670089324,6.409544
Quill-mmap,XIP,2048,4294967296,2097152,828217404,5.185797
Quill-mmap,XIP,4096,4294967296,1048576,700119288,6.134622
Quill-mmap,XIP,8192,4294967296,524288,618473549,6.944464
Quill-mmap,XIP,16384,4294967296,262144,592952360,7.243360
Quill-mmap,XIP,32768,4294967296,131072,681920819,6.298337
Quill-mmap,XIP,65536,4294967296,65536,671031799,6.400542
Quill-mmap,XIP,131072,4294967296,32768,679773839,6.318230
Quill-mmap,XIP,262144,4294967296,16384,712366983,6.029150
Quill-mmap,XIP,524288,4294967296,8192,699979839,6.135844
Quill-mmap,XIP,1048576,4294967296,4096,754592770,5.691768
Quill,XIP,512,4294967296,8388608,10814755496,0.397140
Quill,XIP,1024,4294967296,4194304,4972396458,0.863762
Quill,XIP,2048,4294967296,2097152,3100545190,1.385230
Quill,XIP,4096,4294967296,1048576,1840349528,2.333778
Quill,XIP,8192,4294967296,524288,1191518422,3.604617
Quill,XIP,16384,4294967296,262144,940488050,4.566743
Quill,XIP,32768,4294967296,131072,822443609,5.222203
Quill,XIP,65536,4294967296,65536,740486605,5.800196
Quill,XIP,131072,4294967296,32768,720630219,5.960016
Quill,XIP,262144,4294967296,16384,732613883,5.862525
Quill,XIP,524288,4294967296,8192,714750857,6.009041
Quill,XIP,1048576,4294967296,4096,759658982,5.653810
Quill-mmap,XIP,512,4294967296,8388608,1956520878,2.195206
Quill-mmap,XIP,1024,4294967296,4194304,670345120,6.407099
Quill-mmap,XIP,2048,4294967296,2097152,828362956,5.184886
Quill-mmap,XIP,4096,4294967296,1048576,700115472,6.134656
Quill-mmap,XIP,8192,4294967296,524288,620654794,6.920058
Quill-mmap,XIP,16384,4294967296,262144,591563894,7.260361
Quill-mmap,XIP,32768,4294967296,131072,682460555,6.293356
Quill-mmap,XIP,65536,4294967296,65536,670180091,6.408676
Quill-mmap,XIP,131072,4294967296,32768,684526129,6.274366
Quill-mmap,XIP,262144,4294967296,16384,709486907,6.053624
Quill-mmap,XIP,524288,4294967296,8192,692576897,6.201430
Quill-mmap,XIP,1048576,4294967296,4096,751439488,5.715653
Quill,XIP,512,4294967296,8388608,10797102797,0.397789
Quill,XIP,1024,4294967296,4194304,4973447361,0.863580
Quill,XIP,2048,4294967296,2097152,3100544764,1.385230
Quill,XIP,4096,4294967296,1048576,1840304872,2.333835
Quill,XIP,8192,4294967296,524288,1191920491,3.603401
Quill,XIP,16384,4294967296,262144,931825779,4.609196
Quill,XIP,32768,4294967296,131072,821941775,5.225391
Quill,XIP,65536,4294967296,65536,740505229,5.800050
Quill,XIP,131072,4294967296,32768,723702657,5.934713
Quill,XIP,262144,4294967296,16384,731320413,5.872894
Quill,XIP,524288,4294967296,8192,713599048,6.018740
Quill,XIP,1048576,4294967296,4096,758320873,5.663786
Quill-mmap,XIP,512,4294967296,8388608,1974552669,2.175160
Quill-mmap,XIP,1024,4294967296,4194304,669836794,6.411961
Quill-mmap,XIP,2048,4294967296,2097152,828043516,5.186886
Quill-mmap,XIP,4096,4294967296,1048576,699816930,6.137273
Quill-mmap,XIP,8192,4294967296,524288,620330613,6.923675
Quill-mmap,XIP,16384,4294967296,262144,591260298,7.264089
Quill-mmap,XIP,32768,4294967296,131072,681143348,6.305526
Quill-mmap,XIP,65536,4294967296,65536,669407872,6.416069
Quill-mmap,XIP,131072,4294967296,32768,674064570,6.371745
Quill-mmap,XIP,262144,4294967296,16384,713665017,6.018184
Quill-mmap,XIP,524288,4294967296,8192,700625304,6.130192
Quill-mmap,XIP,1048576,4294967296,4096,753130948,5.702816
Quill,XIP,512,4294967296,8388608,10804633701,0.397512
Quill,XIP,1024,4294967296,4194304,4968790984,0.864389
Quill,XIP,2048,4294967296,2097152,3098186946,1.386284
Quill,XIP,4096,4294967296,1048576,1838204245,2.336502
Quill,XIP,8192,4294967296,524288,1190797054,3.606800
Quill,XIP,16384,4294967296,262144,931333554,4.611632
Quill,XIP,32768,4294967296,131072,821641462,5.227301
Quill,XIP,65536,4294967296,65536,738849167,5.813050
Quill,XIP,131072,4294967296,32768,706890878,6.075856
Quill,XIP,262144,4294967296,16384,729367482,5.888619
Quill,XIP,524288,4294967296,8192,710996101,6.040775
Quill,XIP,1048576,4294967296,4096,761780594,5.638063
Quill-mmap,XIP,512,4294967296,8388608,1969394071,2.180857
Quill-mmap,XIP,1024,4294967296,4194304,670215737,6.408335
Quill-mmap,XIP,2048,4294967296,2097152,828286540,5.185364
Quill-mmap,XIP,4096,4294967296,1048576,700134406,6.134490
Quill-mmap,XIP,8192,4294967296,524288,617937191,6.950492
Quill-mmap,XIP,16384,4294967296,262144,589043005,7.291432
Quill-mmap,XIP,32768,4294967296,131072,680363588,6.312753
Quill-mmap,XIP,65536,4294967296,65536,668784417,6.422050
Quill-mmap,XIP,131072,4294967296,32768,679378556,6.321906
Quill-mmap,XIP,262144,4294967296,16384,711109228,6.039814
Quill-mmap,XIP,524288,4294967296,8192,700184088,6.134054
Quill-mmap,XIP,1048576,4294967296,4096,751776814,5.713088
Quill,XIP,512,4294967296,8388608,10815433190,0.397115
Quill,XIP,1024,4294967296,4194304,4971810693,0.863864
Quill,XIP,2048,4294967296,2097152,3100240554,1.385366
Quill,XIP,4096,4294967296,1048576,1840246289,2.333909
Quill,XIP,8192,4294967296,524288,1191359467,3.605098
Quill,XIP,16384,4294967296,262144,933713976,4.599875
Quill,XIP,32768,4294967296,131072,819736843,5.239446
Quill,XIP,65536,4294967296,65536,741748997,5.790324
Quill,XIP,131072,4294967296,32768,736331583,5.832926
Quill,XIP,262144,4294967296,16384,731198174,5.873876
Quill,XIP,524288,4294967296,8192,712664938,6.026629
Quill,XIP,1048576,4294967296,4096,759856987,5.652336
Quill-mmap,XIP,512,4294967296,8388608,1934289343,2.220437
Quill-mmap,XIP,1024,4294967296,4194304,670284303,6.407680
Quill-mmap,XIP,2048,4294967296,2097152,828009933,5.187096
Quill-mmap,XIP,4096,4294967296,1048576,700019023,6.135501
Quill-mmap,XIP,8192,4294967296,524288,620656512,6.920039
Quill-mmap,XIP,16384,4294967296,262144,594352294,7.226299
Quill-mmap,XIP,32768,4294967296,131072,681534952,6.301903
Quill-mmap,XIP,65536,4294967296,65536,670593124,6.404729
Quill-mmap,XIP,131072,4294967296,32768,684236620,6.277021
Quill-mmap,XIP,262144,4294967296,16384,713576380,6.018931
Quill-mmap,XIP,524288,4294967296,8192,701101406,6.126029
Quill-mmap,XIP,1048576,4294967296,4096,751338935,5.716418
Quill,XIP,512,4294967296,8388608,10792989575,0.397940
Quill,XIP,1024,4294967296,4194304,4975698994,0.863189
Quill,XIP,2048,4294967296,2097152,3100663830,1.385177
Quill,XIP,4096,4294967296,1048576,1840648341,2.333399
Quill,XIP,8192,4294967296,524288,1191638924,3.604252
Quill,XIP,16384,4294967296,262144,935579833,4.590701
Quill,XIP,32768,4294967296,131072,822028439,5.224840
Quill,XIP,65536,4294967296,65536,740802046,5.797726
Quill,XIP,131072,4294967296,32768,725274872,5.921848
Quill,XIP,262144,4294967296,16384,733763350,5.853341
Quill,XIP,524288,4294967296,8192,710544420,6.044615
Quill,XIP,1048576,4294967296,4096,759774261,5.652952
Quill-mmap,XIP,512,4294967296,8388608,1958193314,2.193332
Quill-mmap,XIP,1024,4294967296,4194304,669854548,6.411791
Quill-mmap,XIP,2048,4294967296,2097152,827925503,5.187625
Quill-mmap,XIP,4096,4294967296,1048576,699909968,6.136457
Quill-mmap,XIP,8192,4294967296,524288,620609820,6.920560
Quill-mmap,XIP,16384,4294967296,262144,590664398,7.271417
Quill-mmap,XIP,32768,4294967296,131072,680626728,6.310312
Quill-mmap,XIP,65536,4294967296,65536,670540617,6.405231
Quill-mmap,XIP,131072,4294967296,32768,683941264,6.279731
Quill-mmap,XIP,262144,4294967296,16384,710778637,6.042623
Quill-mmap,XIP,524288,4294967296,8192,695072284,6.179166
Quill-mmap,XIP,1048576,4294967296,4096,752596895,5.706863
